Trial	x	y	RT
1	-24	-22	1840
2	24	-1	1161
3	-111	2	1758
4	42	-3	1741
5	-72	25	4029
6	0	0	564
7	0	0	448
8	-47	52	1857
9	2	124	3498
10	0	0	696
11	0	0	365
12	-4	151	1393
13	0	0	398
14	0	0	647
15	-52	59	1940
16	0	97	1874
17	102	76	1591
18	0	0	630
19	0	0	680
20	-46	96	2951
21	-45	5	3664
22	-104	1	1973
23	-47	5	1293
24	1	-1	563
25	0	0	696
26	5	100	1227
27	97	-54	2852
28	0	0	497
29	7	104	1061
30	0	0	1044
31	109	-53	1741
32	0	0	448
33	-49	52	1144
34	56	-50	1177
35	26	-24	2006
36	0	0	763
37	-149	2	1940
38	41	-2	2039
39	-52	48	994
40	-30	-2	1310
41	0	0	746
42	45	-3	1940
43	-48	100	2271
44	0	0	382
45	75	0	2321
46	51	27	4028
47	0	0	563
48	-144	144	1260
49	-57	53	2901
50	89	-51	2354
51	-25	4	1409
52	-145	-2	1658
53	0	0	1210
54	-45	2	2620
55	0	0	746
56	-173	174	2222
57	-22	22	1442
58	45	1	2006
59	-1	0	2271
60	-25	-2	1890
61	96	-2	2520
62	-73	52	3100
63	24	-1	1094
64	1	53	3531
65	-2	50	1823
66	-99	101	1624
67	0	0	1177
68	48	-1	1276
69	28	-2	1044
70	-74	4	2619
71	-141	-4	3200
72	102	-45	2040
73	-176	180	1442
74	203	-55	2570
75	-48	-3	1691
76	-2	98	1575
77	0	0	547
78	0	0	1011
79	0	0	663
80	-100	58	2719
