Trial	x	y	RT
1	-43	0	3133
2	1	-1	1110
3	-60	4	3133
4	67	-2	1940
5	-86	4	3548
6	53	2	1542
7	0	0	2355
8	-86	40	4029
9	-43	-14	4029
10	4	-59	1923
11	-12	-97	3846
12	-71	-21	2453
13	3	-100	1144
14	64	-64	3764
15	0	0	3084
16	-75	-37	2139
17	95	-60	1376
18	4	-81	1293
19	54	-113	2388
20	-100	-4	3332
21	6	-86	1260
22	-134	37	2288
23	-45	-6	3431
24	58	-32	1707
25	-2	-64	1509
26	-25	-73	2818
27	131	-8	1178
28	6	-138	1077
29	-4	-63	2968
30	-70	8	3283
31	78	-10	2006
32	3	-138	1177
33	-63	-36	2951
34	81	3	1592
35	0	0	780
36	-5	-69	1276
37	-47	7	2420
38	50	-22	2221
39	-31	-1	1774
40	-54	-3	2420
41	63	-42	1923
42	-6	-34	2570
43	-67	90	2255
44	-2	-90	1658
45	20	-60	2918
46	-13	-118	1641
47	-39	27	3564
48	-6	85	2868
49	-53	-17	3316
50	40	-6	1260
51	9	-15	3083
52	-48	-25	1807
53	-58	-53	1758
54	-2	-69	2022
55	61	-38	2653
56	-9	-36	1409
57	71	-52	1327
58	73	-26	2951
59	-55	-15	2537
60	0	0	929
61	60	-15	1973
62	-72	-9	1691
63	66	-4	2371
64	-45	4	2752
65	17	-7	2272
66	-116	32	1542
67	5	-32	1658
68	2	-36	713
69	53	-9	2155
70	-48	-17	2255
71	-76	107	2138
72	63	-9	1973
73	-136	-4	1493
74	90	8	2852
75	-56	-9	1890
76	-58	-2	2221
77	55	-9	664
78	0	-9	2354
79	-1	-48	1608
80	-93	1	2968
