Trial	x	y	RT
1	-44	47	2569
2	3	-150	1492
3	-38	2	2354
4	90	4	2918
5	-73	1	2968
6	3	-152	2023
7	0	0	630
8	-51	-1	1990
9	-23	87	2735
10	-3	-69	2238
11	4	-128	2305
12	-105	37	2039
13	-48	127	3133
14	123	-5	3150
15	-94	85	3034
16	2	-46	2321
17	52	-40	3498
18	3	-154	3001
19	75	53	2056
20	-44	26	2984
21	1	-90	1824
22	-168	5	2056
23	-97	69	2272
24	45	-175	2404
25	31	-68	1708
26	-48	110	2537
27	119	3	2503
28	-3	-8	1990
29	-41	-58	2703
30	-36	-123	3017
31	149	40	2271
32	5	-190	3615
33	-89	57	2520
34	163	-5	2852
35	26	-164	2537
36	-147	118	3017
37	-103	-52	3946
38	58	-49	3979
39	-152	124	3515
40	-38	-83	3266
41	7	-79	2967
42	48	-29	2752
43	-51	-104	2984
44	-1	-137	2934
45	-148	5	3266
46	-7	-117	3747
47	-157	65	2636
48	-80	36	3581
49	1	29	3216
50	25	-78	1989
51	-44	-59	3482
52	-157	69	1807
53	110	7	2637
54	10	-49	3249
55	-92	40	2752
56	-138	52	2172
57	123	35	2835
58	76	-8	4029
59	-40	-70	3200
60	15	-157	2421
61	18	-115	2222
62	-125	39	2586
63	8	-3	2968
64	-122	-1	3233
65	-79	86	2702
66	-171	66	2288
67	-43	12	2387
68	69	1	2735
69	-1	36	4029
70	-74	29	2686
71	-145	117	2387
72	24	-106	2437
73	-147	111	2338
74	-1	-65	2420
75	-96	28	3383
76	-62	57	2851
77	0	0	480
78	-49	117	3083
79	2	-105	2089
80	-89	27	2338
