Trial	x	y	RT
1	-50	-5	1011
2	0	0	763
3	-195	91	2089
4	100	46	1707
5	-164	48	2570
6	5	-104	2072
7	0	0	1277
8	0	45	1559
9	-100	96	2719
10	-2	-1	1409
11	0	0	779
12	-105	146	1957
13	0	7	1575
14	64	-99	2520
15	-96	48	2885
16	-141	47	2951
17	110	-1	3880
18	-2	-5	1260
19	49	-46	2769
20	-45	46	1509
21	-101	-5	2968
22	-144	97	2637
23	-54	-2	1807
24	3	-52	1824
25	0	0	1111
26	-43	47	4029
27	1	-96	2205
28	-5	-4	1592
29	4	-6	2471
30	-46	-2	1707
31	47	-97	3084
32	0	0	845
33	-1	1	2221
34	150	-4	1956
35	0	0	1476
36	-141	55	3200
37	-196	44	2620
38	6	-5	2421
39	-98	49	3250
40	0	-2	696
41	-5	-4	1310
42	-2	0	1410
43	-145	98	1707
44	0	0	1243
45	-102	48	2636
46	0	0	945
47	-35	-3	2139
48	-85	43	2603
49	-33	38	2852
50	5	-146	3581
51	-1	5	895
52	-153	4	3051
53	-95	-105	3366
54	-1	-7	1359
55	-4	-57	2934
56	-51	100	2106
57	3	-61	3117
58	0	-3	1310
59	0	-7	1194
60	-2	0	1177
61	103	54	3398
62	-52	2	1559
63	0	0	1243
64	-1	0	1211
65	-40	-88	3797
66	-101	102	2437
67	0	0	779
68	-51	-53	3034
69	-1	1	746
70	-37	17	2039
71	-148	56	3365
72	0	0	796
73	-137	-4	3017
74	141	-5	1957
75	-36	-1	1177
76	-55	-3	2106
77	-51	-64	3531
78	-10	-7	1410
79	-2	-2	1658
80	-80	7	2852
