Trial	x	y	RT
1	-1	60	4029
2	48	-51	1757
3	-55	93	2254
4	-52	-157	2304
5	-63	-96	2006
6	2	-197	1741
7	53	-146	2321
8	-193	92	1641
9	68	-54	2288
10	143	-6	2835
11	-52	-142	2504
12	-99	-10	3051
13	-54	-93	1923
14	-6	-206	1011
15	-52	40	4029
16	-50	-146	1591
17	-6	-107	3001
18	-4	-107	2023
19	7	-196	1144
20	-55	93	2652
21	43	-5	2421
22	-104	98	2156
23	-84	51	2454
24	-43	-216	1227
25	-52	-146	2453
26	2	-58	2520
27	-4	-157	995
28	-52	-108	2719
29	-47	45	2272
30	45	0	2918
31	-7	-147	1260
32	-54	-195	1493
33	-62	47	3034
34	-6	-203	1193
35	-2	-158	1840
36	52	-152	2222
37	49	-97	2321
38	101	96	2520
39	2	-115	2470
40	-55	-51	1475
41	-95	-52	2188
42	-107	47	2437
43	-47	-51	3631
44	46	-153	1293
45	38	-97	2205
46	107	41	1757
47	51	46	1873
48	35	1	4029
49	-51	98	1890
50	-2	-146	994
51	39	-110	2553
52	-49	-55	2587
53	-45	-142	2636
54	-44	-153	2586
55	3	-198	1210
56	48	-106	2470
57	-9	-194	1028
58	108	93	2072
59	-45	91	3018
60	1	-148	3217
61	7	-140	1939
62	-44	48	2570
63	4	-48	1675
64	52	44	2652
65	0	-199	1077
66	-59	48	3017
67	10	-94	1276
68	-3	-147	1939
69	2	-152	1360
70	-57	92	2486
71	-95	43	2155
72	0	-145	1376
73	-98	-11	3813
74	2	-153	1442
75	-101	94	2735
76	0	-6	2769
77	47	-155	2205
78	-52	-48	1094
79	53	-163	3183
80	-55	0	1044
