Trial	x	y	RT
1	-91	-51	1873
2	58	-105	1658
3	-138	104	1873
4	56	-94	2602
5	-93	-51	1359
6	0	-2	995
7	4	-152	1624
8	-95	45	1591
9	-94	-4	2172
10	3	-7	1558
11	4	-88	1526
12	-107	-54	1890
13	-2	-96	1559
14	6	-104	1592
15	-145	47	2155
16	-48	-51	1890
17	0	0	1475
18	4	-140	1857
19	54	-103	1774
20	-91	-7	2205
21	-50	-191	2055
22	-150	159	1840
23	-107	-50	2189
24	4	-152	2039
25	10	-150	1674
26	-107	-98	1741
27	51	1	1111
28	2	-94	1675
29	0	-3	1608
30	3	-93	1791
31	58	-6	1211
32	8	-111	1807
33	-51	-10	1658
34	52	-2	1177
35	49	-96	2039
36	50	8	1276
37	-106	47	2935
38	52	-142	1791
39	-113	1	3548
40	-64	-1	3564
41	7	-144	1393
42	-93	-52	1890
43	-109	55	1741
44	0	-146	1161
45	-147	50	2686
46	1	-106	1708
47	-131	-4	2537
48	-89	98	1459
49	-98	-47	2188
50	-9	-148	2421
51	54	-47	1675
52	-142	150	2669
53	54	-56	962
54	2	-96	1393
55	1	-51	929
56	-48	7	2636
57	0	0	497
58	49	-152	1375
59	-53	-150	1542
60	-1	-109	1177
61	0	0	397
62	-52	-104	2222
63	5	-108	2056
64	-50	-100	2089
65	0	1	1193
66	-159	153	2206
67	51	-146	2056
68	0	0	1211
69	4	-66	1459
70	-96	-87	2636
71	-142	153	2222
72	0	-62	796
73	-157	106	2304
74	101	-1	1874
75	-109	50	3432
76	-153	79	2785
77	6	8	1178
78	6	-59	1691
79	0	0	696
80	-154	140	1625
