Trial	x	y	RT
1	-62	47	1442
2	35	-14	1907
3	-140	141	1708
4	108	-36	3018
5	-84	88	1492
6	103	-63	1078
7	0	0	498
8	-80	67	1907
9	-69	-26	2188
10	-33	33	1641
11	-51	22	1575
12	-51	75	1243
13	-37	14	1343
14	-1	0	563
15	-96	50	1558
16	0	0	630
17	81	-16	1276
18	0	0	580
19	37	8	1260
20	-49	44	1840
21	70	-21	978
22	-105	103	1110
23	-76	56	1475
24	-5	-2	480
25	0	0	713
26	-57	65	1293
27	91	-45	978
28	0	0	746
29	-43	81	2387
30	-109	47	1028
31	82	-6	1425
32	0	0	597
33	-89	54	2321
34	65	-40	1360
35	25	7	1277
36	69	-42	879
37	-81	63	1177
38	41	-9	979
39	-94	11	1045
40	-35	35	1492
41	41	5	1044
42	-39	39	912
43	-85	90	2023
44	0	0	464
45	-72	79	1542
46	38	-4	1127
47	-64	22	1907
48	-52	54	1161
49	-42	42	1575
50	60	-32	1940
51	42	6	1260
52	-77	88	1227
53	63	29	1625
54	0	0	580
55	0	0	348
56	-51	10	1708
57	0	0	448
58	55	-4	1525
59	-36	20	746
60	0	0	581
61	0	0	596
62	-51	50	1243
63	-1	0	613
64	-44	13	1128
65	0	0	465
66	-97	100	995
67	-3	0	480
68	0	0	1459
69	49	-6	1177
70	-55	36	862
71	-108	105	1641
72	43	3	1077
73	-88	86	779
74	56	-42	747
75	-64	42	1824
76	-104	56	1078
77	28	-10	1210
78	0	0	580
79	0	0	547
80	-104	98	1227
