Trial	x	y	RT
1	-157	49	2586
2	-56	-58	1061
3	-167	-51	1575
4	-108	53	2239
5	-91	38	1393
6	-3	-109	1260
7	3	-106	1194
8	-45	-51	2918
9	-47	-50	2238
10	3	-48	1890
11	5	-46	2089
12	-51	-4	1940
13	-164	50	2172
14	50	50	1989
15	-104	-6	1890
16	0	0	796
17	64	-12	1592
18	0	0	2139
19	152	0	1625
20	-11	54	2321
21	45	-1	1989
22	-197	156	2188
23	-144	100	1410
24	-2	-105	1161
25	60	-156	1625
26	3	-8	1907
27	206	44	2255
28	-8	-103	1989
29	-52	-97	2304
30	-162	46	2188
31	0	-1	697
32	-5	-152	1227
33	-151	-43	3217
34	146	-52	1575
35	0	0	729
36	0	0	713
37	-57	2	1095
38	115	-56	1426
39	-44	42	1591
40	-55	39	1774
41	56	-51	2040
42	-59	109	1509
43	-96	34	2454
44	0	0	663
45	-43	37	2471
46	100	-66	2338
47	-219	93	1310
48	-57	-41	1741
49	-109	39	2520
50	0	0	564
51	-41	54	1210
52	-144	46	1691
53	0	0	646
54	0	0	729
55	0	0	1260
56	-63	39	2221
57	1	-57	1343
58	153	-47	1194
59	-153	147	2686
60	60	-9	1028
61	0	0	713
62	-45	41	1476
63	0	0	795
64	-203	148	1409
65	0	0	961
66	-204	-6	1740
67	151	-2	1359
68	159	-3	1094
69	86	0	2404
70	-155	60	2255
71	-158	103	2089
72	100	-49	962
73	-159	59	2172
74	0	0	547
75	-158	155	2338
76	-111	-10	2304
77	149	-4	1077
78	-145	141	1044
79	0	0	763
80	-99	-4	1956
