Trial	x	y	RT
1	-54	82	1011
2	113	5	1211
3	-132	60	2255
4	102	4	1277
5	-118	70	1658
6	93	-6	1525
7	-10	62	2288
8	-101	67	2901
9	-111	56	2735
10	61	55	2471
11	-48	79	2769
12	-80	95	2205
13	82	43	2868
14	0	0	1260
15	-75	37	2105
16	-134	104	2819
17	121	132	1575
18	0	0	397
19	0	0	2006
20	-51	25	2868
21	-45	100	2387
22	-124	134	1824
23	-67	84	2520
24	4	-99	2453
25	114	7	3365
26	-7	121	2570
27	135	71	2736
28	-86	-54	2089
29	-35	91	2453
30	-70	12	2123
31	3	83	3299
32	7	-41	1095
33	-70	61	3581
34	109	66	3050
35	0	0	548
36	113	98	1989
37	-106	100	3713
38	33	94	2420
39	-129	132	3581
40	-27	-51	962
41	61	32	1227
42	-3	48	1824
43	-18	69	2818
44	-31	-123	1923
45	-34	97	3664
46	43	-33	2835
47	-54	55	3249
48	-88	65	3349
49	-77	-33	2868
50	-3	-1	3000
51	-17	-59	1973
52	-86	92	1392
53	0	0	878
54	58	-3	2304
55	155	47	1343
56	-81	139	1823
57	95	-94	1111
58	68	5	1508
59	-55	42	2123
60	-58	-63	1906
61	101	88	1956
62	2	85	2570
63	49	1	961
64	-72	54	2470
65	10	-121	1210
66	-122	115	1509
67	6	-7	2106
68	106	32	829
69	-12	-88	961
70	-34	36	3382
71	-84	59	4029
72	-9	-79	1211
73	-141	134	1625
74	125	7	1674
75	-86	59	2023
76	-78	2	1393
77	0	0	448
78	29	-28	1111
79	56	0	762
80	-96	131	1028
