Trial	x	y	RT
1	-156	-57	2669
2	3	-145	1890
3	-212	145	1409
4	157	93	1857
5	-162	40	1890
6	5	-196	2171
7	5	-144	928
8	-94	-102	1940
9	43	-105	2852
10	3	-144	1957
11	-97	-142	2056
12	-117	93	2255
13	8	-110	1642
14	44	-56	3250
15	-106	65	2736
16	57	-100	3282
17	6	-154	1094
18	3	-158	1708
19	50	-152	1443
20	60	-109	2089
21	16	-55	2056
22	-178	139	2487
23	-160	-147	1856
24	9	-204	1558
25	9	-164	1476
26	-139	88	1592
27	97	83	1476
28	2	-168	2337
29	-138	-145	2288
30	-190	-188	1674
31	151	-6	2238
32	0	-176	1608
33	-144	-198	1376
34	5	-204	1376
35	8	-160	1824
36	-47	-103	2520
37	-161	-57	1691
38	9	-161	2288
39	-146	-143	2818
40	-51	-144	1923
41	10	-167	1724
42	-108	3	2769
43	-201	50	2371
44	0	-154	1774
45	-192	49	2404
46	-10	-107	1840
47	0	-155	2040
48	-86	-87	2222
49	-111	-110	2056
50	39	-160	2321
51	9	-154	1840
52	-202	-56	1807
53	-4	-209	995
54	1	-216	2387
55	111	-10	1989
56	-148	49	2371
57	2	-156	1857
58	1	-164	1890
59	-83	-203	2967
60	-1	-199	1492
61	11	-208	2139
62	-95	-153	2105
63	-7	-208	1741
64	-52	-154	2570
65	38	-57	2288
66	-201	-98	1177
67	-4	-201	1989
68	-14	-162	2719
69	4	-152	1940
70	-152	-156	2089
71	-197	39	1923
72	2	-187	1326
73	-200	-5	1907
74	98	-6	2205
75	-152	-151	1989
76	-208	-49	1856
77	6	-200	1110
78	-99	-154	2752
79	-5	-196	2022
80	-204	50	2338
