Trial	x	y	RT
1	-212	207	1575
2	114	-108	1111
3	-161	-50	3366
4	150	-100	2089
5	0	0	895
6	6	-148	1260
7	-6	-50	680
8	55	104	3548
9	-7	56	1376
10	52	-2	2884
11	-188	150	3382
12	-53	51	1592
13	-205	208	1045
14	0	0	630
15	0	-53	2255
16	5	53	4029
17	62	53	1360
18	75	-55	2222
19	62	49	1840
20	-160	103	2006
21	0	0	779
22	-145	201	2586
23	-200	197	995
24	166	56	2685
25	108	51	1127
26	-53	49	2719
27	91	97	994
28	13	-157	1691
29	-143	46	1840
30	-160	87	1989
31	0	0	1044
32	0	0	597
33	-201	-108	2702
34	-50	0	994
35	205	-54	1525
36	-66	-7	796
37	-157	-6	1724
38	209	-98	1326
39	0	0	4029
40	0	0	4029
