Trial	x	y	RT
1	-106	101	2437
2	0	-176	3250
3	-120	81	3598
4	46	-105	3548
5	-116	-83	4029
6	-9	-191	2454
7	-1	-196	2620
8	-150	-99	2636
9	-51	-162	3282
10	30	-159	3962
11	-115	-130	3216
12	-108	-71	3316
13	-127	71	1559
14	26	-169	2620
15	-66	-67	3333
16	-26	-69	3664
17	81	29	3415
18	9	-133	1873
19	-4	-133	2902
20	-118	144	2205
21	-3	-171	3017
22	-139	120	2869
23	-151	159	2802
24	-5	-199	2222
25	77	-73	3100
26	-80	-69	2669
27	38	-172	2968
28	28	-159	2769
29	-77	134	2122
30	-101	-152	1078
31	-74	-123	3101
32	34	-131	3017
33	-120	52	2785
34	-23	-185	2023
35	48	-177	3482
36	-13	-174	3299
37	-121	45	3050
38	71	44	2719
39	-118	-55	3282
40	-118	103	2686
41	55	-66	3150
42	48	41	1923
43	-115	96	3581
44	-3	-159	978
45	-23	-96	3448
46	29	-112	1210
47	-74	126	3946
48	-114	-29	3764
49	-118	147	3001
50	-5	-169	3150
51	-79	-77	1575
52	-132	176	3962
53	4	-163	2901
54	6	-96	3366
55	-5	-172	2454
56	-9	146	4029
57	-10	-149	2122
58	78	5	1012
59	-123	92	1525
60	3	-125	1144
61	-3	-73	3283
62	-148	110	2802
63	91	-67	2918
64	-134	84	1526
65	5	-155	1061
66	-129	127	2918
67	25	-114	2570
68	-73	-129	2669
69	53	-125	1476
70	-140	137	2868
71	-143	200	1459
72	28	-136	2537
73	-106	124	2520
74	8	-144	2055
75	-165	155	2387
76	-130	105	2603
77	-26	-150	2934
78	-126	97	2421
79	-106	-148	3565
80	-135	57	2819
