Trial	x	y	RT
1	-102	-8	2802
2	149	3	2238
3	-202	103	2073
4	48	-65	2736
5	-100	-62	4029
6	-2	-89	613
7	13	-138	1492
8	-8	101	2786
9	44	100	2669
10	115	1	1592
11	-132	9	1890
12	-60	160	2702
13	0	0	796
14	-53	-155	2536
15	-143	0	2122
16	-100	104	2503
17	150	96	3233
18	-10	-188	1940
19	-195	51	2852
20	10	65	3896
21	62	45	2636
22	-162	74	3332
23	-57	2	3183
24	59	-50	2636
25	0	0	531
26	47	107	4029
27	145	5	2636
28	-135	6	1310
29	-99	104	2602
30	-90	82	3199
31	-147	-95	3332
32	-4	1	2885
33	-91	-1	2155
34	153	9	2272
35	0	0	1774
36	0	0	4029
37	0	-86	1476
38	0	-46	2387
39	-121	152	2554
40	4	-80	2553
41	-3	-115	4029
42	-2	-2	3481
43	-104	97	2503
44	5	-90	3598
45	-44	54	4029
46	-35	-105	3133
47	-77	5	2951
48	-145	101	3067
49	-95	-1	1393
50	-102	4	2271
51	66	1	3166
52	-141	2	4028
53	-102	6	2520
54	-195	-2	3150
55	61	-54	1525
56	55	135	1641
57	50	-139	1210
58	59	4	2520
59	0	0	580
60	4	38	3481
61	5	-193	1425
62	-132	4	3150
63	-109	6	1807
64	-46	44	3067
65	-200	-101	2554
66	-195	64	2719
67	-90	-3	2189
68	-217	-195	2222
69	-176	-8	4029
70	-144	-2	3299
71	-206	17	2703
72	90	4	2073
73	-207	101	2968
74	88	-10	2735
75	-102	-5	2338
76	65	199	1111
77	-49	-200	2172
78	-34	-170	1923
79	0	0	548
80	-214	45	3333
