Trial	x	y	RT
1	-114	111	1591
2	114	-101	1293
3	-130	158	1724
4	200	2	2603
5	-156	148	1741
6	0	0	1658
7	0	0	1028
8	-209	213	1708
9	-94	91	2371
10	154	60	2852
11	-160	4	2205
12	-156	198	2520
13	-82	101	3117
14	0	0	1260
15	-87	48	3034
16	-132	42	1724
17	148	33	3763
18	59	-52	3100
19	38	-53	4029
20	-193	189	2636
21	-94	-62	3034
22	-201	189	1791
23	-183	192	1392
24	1	0	779
25	64	-52	3465
26	-106	55	3034
27	67	-7	2354
28	49	-45	3747
29	-145	149	1758
30	-43	-57	3846
31	-84	-38	4028
32	0	-201	3034
33	-169	181	1525
34	160	-96	3150
35	157	-107	2636
36	-80	-96	3714
37	-140	94	2736
38	149	41	4029
39	-179	2	2122
40	-183	91	2686
41	142	-8	2404
42	90	41	2404
43	-118	94	2238
44	0	0	1111
45	-144	87	2802
46	83	4	2902
47	-146	121	1559
48	-119	108	1691
49	-138	146	1873
50	78	3	2039
51	-51	42	2669
52	-185	190	1857
53	109	-42	3084
54	92	-98	2355
55	4	-183	2768
56	-106	104	2288
57	0	0	895
58	128	3	2304
59	-130	10	2835
60	-11	3	2305
61	5	46	3929
62	-118	99	2222
63	54	36	2354
64	59	46	2586
65	4	-2	2238
66	-171	199	2205
67	51	-4	1791
68	13	11	3498
69	185	88	2338
70	-160	142	1989
71	-182	171	2288
72	188	186	1824
73	-167	169	2471
74	0	0	1392
75	-142	164	2686
76	-93	76	2055
77	41	-86	3117
78	-111	90	2006
79	80	-6	2453
80	-124	127	2073
