Trial	x	y	RT
1	-57	-4	2967
2	0	-54	2619
3	-152	98	3183
4	98	-110	3648
5	-61	46	2851
6	0	0	398
7	0	0	713
8	-146	-3	2951
9	-46	-52	3250
10	3	-51	1592
11	4	-54	3416
12	-43	97	3912
13	2	48	2586
14	0	-2	1525
15	-88	102	1841
16	-204	48	3995
17	151	-54	3498
18	107	-2	3300
19	-1	-53	3133
20	18	45	4028
21	54	-48	3747
22	-153	148	2006
23	-102	44	3266
24	3	-51	1774
25	0	0	1177
26	-57	53	3382
27	205	52	1293
28	95	-7	2122
29	-107	92	1342
30	-94	4	3514
31	114	-49	2851
32	-3	-48	3448
33	-148	41	3017
34	56	43	1227
35	0	0	464
36	-99	-58	2685
37	-55	47	3548
38	-4	-46	1526
39	-142	-44	3880
40	-48	-5	2753
41	-2	-103	2188
42	51	48	1244
43	-59	99	1923
44	0	-56	1808
45	-46	91	1443
46	7	-52	1973
47	-52	2	2388
48	-98	51	2254
49	-57	40	2172
50	103	-54	1509
51	1	-46	945
52	-151	90	2885
53	152	-5	1509
54	-2	-52	912
55	0	-152	1691
56	51	45	1907
57	2	-100	1277
58	0	-57	2985
59	58	-52	1111
60	4	-104	1210
61	0	0	879
62	-96	-4	1161
63	-1	-56	2321
64	-59	-59	1127
65	-99	-53	2387
66	-197	157	2404
67	45	-1	1343
68	47	-151	1857
69	5	-53	1111
70	-87	41	2719
71	-158	148	1161
72	-5	-51	945
73	-195	149	2652
74	63	-3	1095
75	-88	3	2338
76	-98	43	1128
77	148	-52	2387
78	-93	-1	3150
79	50	-3	1807
80	-142	101	2453
