Trial	x	y	RT
1	-161	57	2619
2	-90	-133	1359
3	-100	61	2719
4	138	52	1624
5	-74	-101	1724
6	-3	-208	1094
7	0	-204	1906
8	-66	108	2868
9	-1	0	829
10	0	0	1111
11	-52	-107	762
12	-29	99	2603
13	-40	-113	796
14	111	-151	1509
15	-74	6	1558
16	-7	-115	1094
17	131	14	829
18	52	-57	1906
19	102	-10	664
20	-92	-59	1509
21	54	-38	746
22	-79	90	1177
23	-138	39	1956
24	149	-3	1691
25	89	-58	1857
26	-85	93	1127
27	180	39	713
28	-118	-88	1078
29	-93	34	1740
30	-56	-98	2089
31	161	47	1525
32	-1	-197	1376
33	-135	151	1326
34	112	-87	961
35	106	-94	1194
36	48	2	1774
37	-64	-40	2105
38	110	38	1343
39	51	-91	1608
40	-82	34	3000
41	81	-46	1211
42	68	-108	1774
43	50	91	2205
44	3	-126	2106
45	-11	98	1443
46	102	-58	1343
47	-15	-94	1244
48	-40	22	1028
49	-59	4	928
50	121	27	1094
51	94	-64	1642
52	-86	162	1575
53	147	87	1409
54	12	-117	1342
55	78	7	1194
56	114	-14	1624
57	42	-3	978
58	77	0	630
59	3	-74	680
60	9	-125	713
61	11	-97	911
62	-98	45	1592
63	0	-127	895
64	6	77	1161
65	3	-79	945
66	-83	141	1956
67	-13	-92	1342
68	-30	-113	912
69	3	-136	1691
70	-39	46	896
71	-175	22	1641
72	70	-67	713
73	-51	62	1558
74	138	37	962
75	-78	-96	1708
76	-32	74	762
77	66	-8	663
78	11	-92	1973
79	50	1	1343
80	-47	47	597
