Trial	x	y	RT
1	-103	42	4028
2	6	-55	1392
3	-150	47	3382
4	108	1	1642
5	-48	-1	1940
6	0	0	1227
7	-3	0	2387
8	-151	179	4029
9	-101	86	2553
10	36	-46	945
11	-94	50	1359
12	-140	154	3034
13	-38	2	1741
14	0	-1	564
15	-150	2	1227
16	-151	94	1144
17	108	52	1857
18	0	0	1807
19	95	-4	1608
20	-93	92	2438
21	36	-2	812
22	-201	90	2719
23	-140	89	2686
24	-2	-3	1045
25	0	0	779
26	-91	139	2902
27	56	-3	895
28	-7	-39	1028
29	-134	154	1459
30	-86	95	1144
31	44	-9	1459
32	-3	-3	730
33	-143	94	2752
34	95	-99	1178
35	48	-1	1127
36	13	57	2802
37	-85	3	1127
38	-7	-2	2222
39	-89	138	2404
40	-85	-3	1658
41	0	0	862
42	-50	41	2520
43	-50	38	2388
44	0	0	680
45	-87	4	1094
46	4	-39	3050
47	-90	6	1559
48	-39	-2	1509
49	-55	45	2570
50	51	1	879
51	-6	0	763
52	-201	47	2835
53	60	50	1094
54	46	-57	994
55	0	0	497
56	-57	145	2421
57	0	0	431
58	1	-48	929
59	-147	88	2056
60	-4	-4	729
61	0	0	646
62	-102	49	3963
63	0	-2	580
64	-192	139	2603
65	0	0	464
66	-211	106	1161
67	0	0	448
68	0	0	1376
69	1	-48	1160
70	-155	55	2586
71	-194	146	3183
72	0	0	613
73	-206	58	1757
74	40	7	1459
75	-205	163	3200
76	-95	191	1990
77	-104	49	3796
78	-103	134	1193
79	0	0	514
80	-100	41	1724
