Trial	x	y	RT
1	-107	59	3183
2	57	10	2636
3	-158	154	1757
4	161	107	2438
5	-156	107	1857
6	107	53	2188
7	-53	6	3465
8	-52	49	2636
9	-1	54	4029
10	104	-90	1609
11	-103	57	1824
12	-101	153	2371
13	-103	49	2470
14	160	3	1724
15	-57	57	1592
16	61	154	1824
17	149	107	2603
18	108	-93	1674
19	-59	108	2520
20	-110	156	1674
21	-43	55	1027
22	-111	54	2868
23	-155	99	2056
24	153	104	1376
25	-57	-45	1293
26	-156	51	2504
27	106	-96	1575
28	-55	-92	1807
29	-145	97	1758
30	-48	-49	2122
31	157	-49	1957
32	-100	-4	2437
33	-101	-40	2337
34	103	51	1210
35	93	115	2288
36	56	57	1874
37	-46	91	1724
38	93	50	3150
39	-53	102	2553
40	-55	102	2553
41	103	-49	2222
42	0	-47	1260
43	-110	108	1459
44	50	13	2719
45	-154	150	1260
46	-51	1	3050
47	-103	105	2636
48	-62	51	1260
49	-57	2	2371
50	158	105	1326
51	-141	57	2073
52	-100	97	1028
53	98	106	1044
54	99	48	1840
55	105	-103	1923
56	-103	145	1077
57	107	-151	2089
58	110	54	1707
59	-104	110	763
60	64	-152	2040
61	58	-53	1442
62	-160	47	978
63	108	-58	1028
64	-101	43	995
65	-50	50	928
66	-199	152	1127
67	-105	-52	2172
68	55	-149	1160
69	110	-50	1790
70	-107	46	2951
71	-198	152	1028
72	173	47	1541
73	-197	148	2420
74	56	47	1492
75	-64	49	2073
76	-52	43	1989
77	-47	-44	1260
78	-43	6	2023
79	48	-149	2719
80	-156	101	1144
