Trial	x	y	RT
1	-75	45	2636
2	17	27	2636
3	-84	151	2205
4	33	25	2404
5	-103	48	2786
6	0	0	1741
7	2	-53	1841
8	-86	174	3349
9	82	118	2901
10	2	45	2636
11	-6	15	3217
12	-139	47	3100
13	-59	66	3166
14	3	-100	3216
15	-135	88	3067
16	-180	161	2122
17	8	55	2238
18	78	34	2653
19	68	36	3299
20	-90	43	2288
21	69	11	2968
22	-138	124	2686
23	-133	67	3615
24	123	22	2818
25	-5	-50	3001
26	-86	44	3166
27	71	29	2404
28	-11	-40	2885
29	-86	38	4029
30	-129	40	3167
31	101	5	2122
32	24	-45	2536
33	-145	58	2669
34	74	-30	2802
35	96	-3	2337
36	13	-77	3814
37	-158	56	2238
38	8	25	2205
39	-68	-61	3249
40	-70	137	3333
41	-27	-79	2454
42	32	32	3399
43	-147	63	2984
44	59	-4	2934
45	-88	26	3282
46	46	-48	3050
47	77	-4	2917
48	-35	160	2752
49	-135	42	2636
50	30	-57	3680
51	86	-11	2669
52	-115	94	2703
53	181	47	1807
54	35	-58	2968
55	110	32	2006
56	-33	173	2735
57	89	-6	2719
58	-21	-75	3349
59	-94	47	2520
60	29	-66	2835
61	192	38	2255
62	-162	44	2736
63	35	-44	2968
64	-127	44	2271
65	26	-81	2935
66	-146	108	2503
67	-14	-173	3150
68	3	33	3034
69	-12	-169	2437
70	-171	45	2321
71	-114	152	2984
72	61	-100	2603
73	-158	79	2636
74	194	70	1558
75	-172	117	2404
76	-123	63	3531
77	-63	-110	3648
78	-157	47	3001
79	-49	-143	2702
80	-137	46	2553
