Trial	x	y	RT
1	-30	9	2172
2	10	3	895
3	-27	-1	2040
4	0	0	929
5	-13	7	1973
6	0	0	514
7	0	0	879
8	-41	4	1990
9	-17	0	2752
10	59	35	2255
11	-50	40	3548
12	-50	3	4029
13	-41	-57	4029
14	-1	-140	4029
15	-2	-113	4029
16	-27	-56	3681
17	36	0	1592
18	-5	-103	4029
19	1	-101	3333
20	-24	79	4029
21	-6	65	4029
22	-54	58	3996
23	-95	56	3001
24	3	-155	4029
25	45	-61	4029
26	-13	-111	4029
27	42	-45	3764
28	11	6	2221
29	-63	32	3714
30	-39	40	4029
31	38	6	3482
32	8	-191	1641
33	-82	49	3465
34	-2	-152	2769
35	117	59	3266
36	-9	-59	3084
37	-17	36	2636
38	94	-4	1243
39	-8	-37	3250
40	-60	32	3797
41	62	0	1990
42	84	-7	1758
43	-4	-62	3995
44	9	-192	1658
45	-18	-108	4029
46	35	35	4029
47	-69	42	2669
48	-40	-109	2453
49	-72	-56	4028
50	-22	46	3515
51	69	47	2520
52	-120	-107	3664
53	2	-143	3764
54	99	56	4029
55	-2	0	2504
56	32	0	4029
57	-1	-138	2918
58	110	14	2454
59	-71	43	1824
60	0	0	514
61	-3	55	2719
62	-146	49	2702
63	58	-28	4029
64	47	-1	1177
65	-28	-57	4029
66	-94	25	4029
67	22	-24	4029
68	-6	-44	3813
69	68	-44	4028
70	-62	-10	1575
71	-148	14	4028
72	111	-95	3084
73	-98	-55	4029
74	55	-15	4028
75	-116	36	4028
76	-21	-62	4028
77	-6	-45	2901
78	-16	-113	3498
79	18	-35	3499
80	-124	-3	2785
