Trial	x	y	RT
1	-28	-18	1939
2	-1	-7	1459
3	-57	6	2288
4	59	-7	2520
5	-56	-8	2536
6	0	0	1077
7	0	0	1193
8	0	-16	1906
9	-57	1	2869
10	34	-4	2686
11	2	-18	2238
12	-16	-12	3000
13	2	-20	2271
14	-1	-9	2421
15	-53	-15	1924
16	-23	-12	3332
17	51	1	3282
18	3	-41	2404
19	30	0	3415
20	-10	-3	2569
21	2	-51	2205
22	-51	5	2752
23	-4	-10	2387
24	0	-2	1542
25	2	-61	2885
26	-50	-11	3184
27	-3	-82	2105
28	0	-54	3416
29	-5	-46	2371
30	0	-61	2951
31	1	-61	2619
32	1	-70	1542
33	-6	-23	2685
34	-2	-88	3598
35	2	-113	3084
36	-21	-28	3117
37	-5	11	3846
38	-1	-96	3084
39	1	-75	2321
40	-3	-63	3034
41	-4	-17	1708
42	1	-53	1857
43	-15	-20	2338
44	0	-62	3316
45	-126	-1	2802
46	-3	-90	2288
47	-4	-80	2851
48	-86	5	2934
49	-3	-72	2819
50	0	-101	2736
51	-1	-93	1409
52	-15	15	2935
53	18	7	2520
54	2	-66	2172
55	1	-110	2487
56	1	-34	2569
57	0	-43	3481
58	3	-31	2702
59	4	-56	2089
60	-1	-86	2670
61	-1	-106	2371
62	-9	-83	3863
63	-1	-104	1890
64	-1	-54	3017
65	-13	-48	2852
66	-51	8	2437
67	-2	-69	2504
68	-8	-75	3481
69	-1	-70	2587
70	-2	-55	2553
71	-28	8	2404
72	-1	-87	1956
73	-32	2	2205
74	4	-41	2703
75	-20	-16	2620
76	-26	0	3365
77	-11	-24	2404
78	-24	-13	2304
79	0	-67	2388
80	-10	5	2420
