Trial	x	y	RT
1	-155	51	3398
2	149	-47	2520
3	-150	54	2255
4	0	0	1177
5	-58	40	3482
6	-1	-156	2006
7	0	0	846
8	-105	151	1856
9	-58	-55	3598
10	95	42	3051
11	-52	-103	3796
12	-93	-50	3050
13	-62	51	1890
14	0	0	779
15	0	-99	3963
16	4	-99	1625
17	59	3	1840
18	0	0	1459
19	0	0	1161
20	-154	101	2122
21	-3	-99	3614
22	-53	-48	3100
23	-108	50	2686
24	0	-154	2039
25	96	-103	1509
26	2	49	2869
27	48	-105	3084
28	-3	-158	2205
29	-101	43	3249
30	-91	50	2089
31	-1	-101	1475
32	-35	-152	3548
33	-141	93	2139
34	-3	-100	1973
35	51	-148	3067
36	3	51	3199
37	-101	150	2719
38	149	-97	3830
39	-143	-47	4029
40	-59	88	1956
41	-8	-109	3200
42	-98	45	2056
43	1	-5	3515
44	0	-112	1359
45	-56	46	2189
46	52	52	2752
47	-195	50	1923
48	-39	-49	2967
49	-99	102	2387
50	-4	-50	2719
51	-108	48	2205
52	-2	-59	3067
53	-4	-101	1642
54	108	107	1393
55	91	54	2652
56	-32	-98	3216
57	0	-206	1923
58	107	53	2354
59	-152	146	2520
60	10	-157	3531
61	0	0	1376
62	-151	47	2023
63	3	-204	2785
64	-193	156	2006
65	-6	56	2868
66	-54	-3	2354
67	98	47	2006
68	0	0	1177
69	146	148	1724
70	-96	153	1525
71	-109	51	1641
72	210	47	1642
73	-90	47	2421
74	1	-2	696
75	-105	2	2653
76	0	0	1277
77	14	-107	1111
78	-41	151	1740
79	-1	-147	1177
80	-52	-53	2785
