Trial	x	y	RT
1	-101	41	2619
2	47	-48	2752
3	-135	101	3614
4	54	-52	3763
5	-56	-3	3680
6	0	0	580
7	3	-61	2869
8	-61	149	3714
9	-64	-12	4029
10	0	0	2752
11	-100	-3	2851
12	-85	101	3199
13	0	0	2586
14	3	-43	696
15	45	2	3449
16	-48	3	2437
17	92	0	3730
18	106	-18	4028
19	99	47	2652
20	-44	96	2802
21	-1	-45	3316
22	-194	57	2984
23	-195	102	2470
24	6	-96	2222
25	67	-89	3880
26	-93	55	3067
27	-1	0	1376
28	4	-4	2288
29	-157	48	2537
30	-141	58	3382
31	1	-101	1624
32	-1	-104	1542
33	-202	99	2686
34	1	-44	1691
35	5	-45	1326
36	-90	58	2918
37	-141	44	2487
38	6	8	3482
39	-141	7	3216
40	-44	-2	3399
41	-5	-48	2304
42	4	81	3333
43	3	132	2520
44	4	-87	1708
45	-140	60	2802
46	-63	52	2172
47	-191	33	2752
48	-42	46	2321
49	-193	102	2851
50	1	-49	1426
51	2	13	580
52	-193	56	2703
53	5	7	2835
54	41	-48	3266
55	13	-43	2238
56	-46	6	2470
57	5	-39	1907
58	0	-86	1824
59	-134	45	2619
60	3	-43	1376
61	2	-52	1426
62	-200	106	2139
63	4	-45	829
64	-134	48	2852
65	4	-146	1410
66	-194	155	3166
67	9	-150	978
68	45	1	1940
69	-1	-56	846
70	-188	52	1972
71	-189	187	2338
72	3	-73	994
73	-174	54	1956
74	-7	-8	1343
75	-199	191	1907
76	-53	146	1790
77	-3	6	2602
78	-148	-2	2686
79	3	-51	2420
80	-190	102	2122
