Trial	x	y	RT
1	-140	49	2172
2	110	1	2818
3	-201	50	2752
4	196	45	1890
5	-112	1	2006
6	5	-108	2686
7	-2	-103	1791
8	-58	142	3216
9	-61	-7	3515
10	54	-1	2818
11	55	-7	1907
12	-147	46	3051
13	-2	-3	3233
14	0	-103	2055
15	51	45	3150
16	110	-6	2371
17	151	2	1691
18	-6	-103	2868
19	0	0	497
20	-56	98	2818
21	48	-7	994
22	-94	47	2055
23	-95	51	1558
24	-1	-97	1758
25	49	3	2106
26	-1	52	1807
27	49	-1	1161
28	-46	-96	1608
29	-101	51	2272
30	-48	50	2338
31	59	-1	962
32	49	-2	945
33	-89	1	2653
34	115	-2	1575
35	3	-103	2171
36	-1	10	2868
37	-92	1	1376
38	43	1	1127
39	-37	6	1293
40	-59	37	1840
41	44	2	1609
42	-52	43	1276
43	-114	56	1757
44	-106	-53	978
45	-63	49	1840
46	41	1	2421
47	-54	82	2669
48	-62	-4	2072
49	-93	40	3200
50	60	5	2536
51	-21	-47	1691
52	-112	-33	1956
53	83	5	2487
54	58	-16	1990
55	0	0	547
56	40	44	2288
57	16	0	1608
58	63	8	2553
59	0	0	1310
60	2	-40	2056
61	81	-41	2520
62	-132	34	2869
63	-2	-85	1657
64	0	0	2619
65	23	0	1360
66	-146	43	2304
67	55	-35	3697
68	-33	2	1061
69	0	-71	1940
70	-43	34	829
71	-144	44	1890
72	78	-17	2536
73	-71	49	1624
74	18	3	1675
75	-136	33	2885
76	-51	69	2537
77	-32	-25	1459
78	-33	54	2271
79	4	-81	1857
80	-125	40	2470
