Trial	x	y	RT
1	-48	0	2271
2	0	-1	1890
3	-98	64	2835
4	145	46	2056
5	-97	2	3432
6	41	-3	1774
7	0	0	1310
8	-6	2	2205
9	-1	-39	3366
10	-4	3	2188
11	0	0	1592
12	-106	49	2288
13	-62	-1	2155
14	41	-3	1874
15	-98	101	2786
16	-97	2	1658
17	152	-3	1542
18	0	0	1260
19	0	0	3050
20	-41	-1	2205
21	0	0	1791
22	-109	-44	2504
23	-47	-1	2039
24	46	-5	1525
25	0	0	978
26	-47	-2	1972
27	45	-3	1989
28	0	0	1459
29	-42	0	2072
30	0	0	896
31	55	-4	1890
32	0	0	1493
33	0	0	1127
34	54	-44	1442
35	0	-1	1094
36	0	0	1260
37	-91	-1	2155
38	42	-3	1956
39	-149	-3	1575
40	0	-1	1360
41	0	0	929
42	44	-2	1326
43	-154	50	1956
44	0	0	978
45	-194	5	2603
46	1	-1	1376
47	0	0	979
48	-101	46	2686
49	-56	39	2885
50	0	0	1426
51	0	0	1376
52	-154	2	1989
53	0	0	1211
54	0	0	1608
55	43	-5	1425
56	-96	51	3100
57	0	0	1128
58	0	0	1293
59	-52	1	2023
60	0	0	813
61	40	-5	1874
62	-38	-2	1741
63	0	0	1094
64	-40	0	1492
65	1	0	1276
66	-210	94	2884
67	0	-1	1144
68	49	-4	1425
69	-1	45	1625
70	-50	-4	1824
71	-140	2	2669
72	0	0	961
73	-53	-5	1890
74	46	-7	1757
75	-41	-1	1310
76	-97	51	2073
77	3	-1	1028
78	-8	-5	1509
79	0	0	1376
80	-145	47	2420
