Trial	x	y	RT
1	-66	-36	1857
2	20	-37	2006
3	-107	79	1758
4	167	71	2471
5	-122	35	2437
6	-3	-51	2073
7	1	-191	2454
8	-65	49	3913
9	-68	79	3316
10	8	-59	1724
11	-46	-1	1807
12	-73	79	2752
13	-18	1	2155
14	-3	-131	1625
15	-109	73	3631
16	-116	69	1990
17	162	72	2255
18	55	-2	2852
19	70	2	3034
20	-69	18	2818
21	-51	117	3315
22	-173	134	2735
23	-127	79	1857
24	5	-112	1691
25	-5	4	3117
26	-130	89	2503
27	182	-50	3018
28	40	22	3780
29	-78	52	2222
30	-165	68	2636
31	157	65	2802
32	2	-131	1293
33	-60	4	3332
34	139	-106	2355
35	41	-76	3697
36	-84	75	3184
37	0	0	1923
38	-2	-81	1392
39	-35	126	2603
40	-2	-73	1642
41	-38	-8	3001
42	-12	-51	2985
43	-85	198	2106
44	-4	-139	1210
45	132	74	2355
46	3	1	2802
47	0	-9	2371
48	-165	160	2205
49	-104	66	2387
50	-3	-120	961
51	174	-6	3067
52	-150	108	1724
53	-1	-75	2719
54	8	-69	2122
55	66	-79	1774
56	-66	108	1873
57	154	-71	1559
58	2	-84	1525
59	74	67	1856
60	-1	-130	1111
61	1	4	1277
62	-121	128	2537
63	-2	-125	1260
64	-27	-17	4029
65	-73	54	3017
66	-97	86	2155
67	-1	-69	1376
68	113	-34	2471
69	3	-81	1161
70	-8	-80	1508
71	-82	89	1840
72	-1	-68	1525
73	-98	7	2388
74	170	-46	2172
75	-121	131	2470
76	-86	76	2338
77	64	-51	2520
78	-9	-23	1973
79	2	-20	2768
80	-92	108	1343
