Trial	x	y	RT
1	-95	-5	1807
2	62	-1	1409
3	-154	41	1724
4	90	0	1658
5	-88	-3	945
6	0	0	448
7	0	2	597
8	0	0	696
9	-46	-1	911
10	-42	-6	1293
11	-38	0	2486
12	-139	105	2155
13	-85	88	2603
14	0	-1	530
15	-110	97	2122
16	-53	1	945
17	0	0	564
18	0	0	498
19	51	-4	1078
20	-94	4	1724
21	0	0	447
22	-105	144	2304
23	-100	90	2106
24	0	0	746
25	0	0	364
26	-105	5	4029
27	54	5	896
28	-14	0	945
29	-64	6	1658
30	-63	47	2321
31	48	3	2039
32	0	0	531
33	-106	100	1426
34	93	-7	978
35	-3	0	563
36	0	0	397
37	-98	101	2520
38	38	4	879
39	-38	96	2238
40	-56	2	1741
41	0	0	746
42	-53	-2	1177
43	-135	142	1542
44	0	0	531
45	-89	-1	1857
46	0	0	746
47	-10	1	4029
48	-100	2	1525
49	-110	-1	2222
50	0	0	431
51	0	0	696
52	-156	148	1210
53	0	0	779
54	39	-1	746
55	-2	0	613
56	-53	47	1442
57	0	0	679
58	36	2	862
59	0	0	597
60	0	0	514
61	0	0	548
62	-100	-4	1260
63	0	0	481
64	-41	41	2156
65	0	0	581
66	-205	156	1674
67	0	0	514
68	0	0	481
69	40	-12	1011
70	-98	97	2122
71	-160	138	1244
72	0	0	397
73	-145	104	2636
74	30	1	762
75	-106	146	1924
76	-109	55	2354
77	0	0	464
78	-54	49	1757
79	0	0	448
80	-158	134	2288
