Trial	x	y	RT
1	-194	95	2337
2	11	-45	1542
3	-61	133	1857
4	153	29	1824
5	-129	136	2305
6	0	0	779
7	-9	-190	1575
8	-210	205	1857
9	-165	36	2603
10	58	14	1111
11	-96	2	1443
12	-203	108	1343
13	-59	133	1708
14	6	-188	1094
15	-99	-106	1227
16	-183	7	2188
17	194	-58	1276
18	5	-110	2685
19	72	4	2354
20	-76	85	2769
21	33	-50	1907
22	-60	175	2852
23	-125	50	2305
24	0	-159	1094
25	5	-54	1493
26	-101	113	1807
27	173	96	2023
28	-1	-45	961
29	-130	143	2735
30	-159	40	2006
31	40	-35	2338
32	-3	-52	1658
33	-205	18	2006
34	143	-12	1309
35	165	-100	2719
36	-4	1	1044
37	-216	96	1376
38	-4	-58	1559
39	-23	64	1260
40	-94	47	1326
41	-2	-73	1127
42	-82	-2	1327
43	-142	91	2188
44	5	-153	1707
45	-154	155	2768
46	100	-5	2238
47	-150	69	1923
48	-139	92	1724
49	-60	6	2222
50	5	-3	1343
51	-55	-15	2205
52	-97	50	1874
53	132	-97	1459
54	-28	-117	1045
55	7	-98	1045
56	-26	202	2619
57	25	-2	1011
58	0	-5	1492
59	-61	63	979
60	9	-87	1625
61	12	-206	1774
62	-118	12	1442
63	0	0	912
64	-35	92	1045
65	-5	-114	2520
66	-163	161	2354
67	1	-132	846
68	112	-59	2370
69	-3	-61	1906
70	-65	34	1957
71	-98	122	1890
72	7	-114	2851
73	-168	22	1624
74	165	-70	1293
75	-137	2	2420
76	-89	120	2404
77	11	117	1558
78	-1	82	1078
79	-5	-178	1111
80	-159	118	2321
