Trial	x	y	RT
1	-106	-51	1276
2	43	51	3216
3	-104	150	1675
4	142	44	1360
5	-148	42	3050
6	0	-1	1558
7	0	0	780
8	-153	48	1558
9	-89	51	1459
10	57	49	4029
11	-38	2	1111
12	-155	50	1956
13	-101	49	3100
14	-100	-99	3051
15	-105	151	2172
16	-96	91	2636
17	102	0	1509
18	-3	0	1426
19	94	92	2503
20	-155	3	3498
21	154	112	3449
22	-197	57	1211
23	-167	2	1260
24	39	-5	1127
25	-96	6	2918
26	-105	-12	2321
27	50	10	1923
28	-106	3	4012
29	-140	105	1857
30	-63	0	1559
31	145	154	1293
32	-60	-51	3764
33	-145	103	2271
34	103	55	2006
35	-113	-59	3399
36	86	140	1443
37	-135	54	4029
38	48	46	1608
39	-49	139	1243
40	-146	99	1923
41	-69	-59	2022
42	-112	89	1658
43	-92	95	3382
44	92	4	2653
45	-152	145	2338
46	-57	-3	3084
47	-150	63	2072
48	-44	-52	1625
49	-102	47	746
50	102	156	3117
51	52	-2	746
52	-134	53	1675
53	148	-3	1675
54	54	7	3581
55	148	4	1957
56	-87	140	2487
57	11	-108	2072
58	101	-100	2802
59	-110	-1	2901
60	-1	-88	995
61	98	102	2188
62	-34	151	2951
63	-15	-53	1028
64	-105	46	3415
65	95	96	1476
66	-214	114	1575
67	1	-90	2272
68	-88	104	2288
69	-46	-41	1624
70	-205	92	2388
71	-202	157	862
72	-61	-94	862
73	-213	198	2238
74	38	105	1277
75	-152	42	3498
76	-111	-56	1907
77	-121	61	2039
78	-10	-3	2503
79	-51	53	1625
80	-43	-61	3465
