Trial	x	y	RT
1	-33	52	2337
2	1	-41	2404
3	-117	37	978
4	137	31	2221
5	-151	34	1111
6	-1	-142	1376
7	-3	-212	1591
8	-4	30	1044
9	-72	23	1310
10	-3	-28	1906
11	-5	-54	1773
12	-28	68	2453
13	2	25	895
14	0	-82	1625
15	-99	15	1873
16	-95	13	1857
17	-42	4	2421
18	-4	-40	2222
19	8	30	3614
20	-12	37	2404
21	-35	50	1774
22	-183	11	1094
23	-85	5	1393
24	47	-8	2139
25	-6	-33	630
26	-49	97	1343
27	74	39	2039
28	-5	-30	696
29	-10	34	1376
30	4	-31	1939
31	25	-6	2188
32	-1	-104	664
33	5	44	2139
34	48	16	1476
35	-6	-58	895
36	-82	3	730
37	-123	25	812
38	13	-4	663
39	-52	-12	928
40	2	-47	1625
41	-7	-1	796
42	-4	-8	1144
43	-78	75	1177
44	-3	-84	1028
45	-133	31	1392
46	15	-3	928
47	-3	-6	1376
48	-82	121	1011
49	-86	14	1409
50	18	6	1409
51	-2	11	2055
52	-165	33	961
53	17	-10	1708
54	5	-36	829
55	23	8	1309
56	-76	157	961
57	2	-1	697
58	11	-8	912
59	-14	-8	779
60	-1	-59	1012
61	0	32	862
62	-64	46	829
63	0	-18	646
64	0	48	862
65	3	6	795
66	-145	16	1459
67	12	-16	729
68	-34	0	813
69	3	0	464
70	-51	0	696
71	-203	43	829
72	31	-12	663
73	-159	8	961
74	89	-5	1227
75	-99	-3	896
76	-103	129	812
77	-39	-23	597
78	1	10	813
79	0	0	945
80	-145	83	1011
