Trial	x	y	RT
1	-101	46	2503
2	-5	-154	1425
3	-181	144	995
4	152	-5	2039
5	-96	38	2007
6	4	-201	1227
7	3	-195	1857
8	-100	-3	1824
9	-132	46	2089
10	2	-90	1542
11	-56	-2	2122
12	-195	142	2040
13	-154	45	2255
14	-1	-164	1294
15	-151	42	2736
16	-55	42	1442
17	149	43	1425
18	-8	-113	2420
19	35	-148	2271
20	-44	-109	1891
21	0	0	978
22	-194	-3	2355
23	-85	1	2238
24	11	-48	646
25	0	0	629
26	-154	88	2354
27	149	35	1625
28	-7	-7	1012
29	-43	2	2503
30	0	0	1591
31	100	3	1293
32	7	-83	1094
33	-61	5	2255
34	59	-43	1376
35	-2	-42	1211
36	-49	-3	1326
37	-153	93	1641
38	-5	0	1625
39	-103	48	1675
40	-32	-1	1227
41	3	-47	1409
42	-4	-45	1807
43	-149	44	1774
44	-13	-105	1625
45	-3	101	1377
46	-1	-94	1525
47	-41	-50	1873
48	-152	96	2602
49	-46	-96	2072
50	138	-1	1873
51	8	-95	1625
52	-156	88	1774
53	194	95	2188
54	-5	-114	1509
55	1	-42	813
56	-1	100	1475
57	-5	0	912
58	12	-101	1708
59	-2	-45	1111
60	-2	-2	1359
61	-1	-53	1442
62	-102	-5	2006
63	3	-38	1492
64	-52	45	1890
65	5	-48	1642
66	-196	188	2039
67	1	-163	1426
68	138	-42	1691
69	9	-142	1094
70	-3	-107	1691
71	-157	145	1359
72	7	-55	1724
73	-149	152	1526
74	13	-89	1608
75	-5	-145	1542
76	-160	-9	995
77	0	0	696
78	-65	45	2702
79	-3	-56	1641
80	-159	87	1857
