Trial	x	y	RT
1	-152	108	2719
2	97	5	1641
3	-94	204	2702
4	197	0	2868
5	-113	-1	3647
6	0	0	696
7	0	0	929
8	-111	56	3482
9	-49	49	4029
10	112	0	1675
11	-200	-8	1326
12	-152	53	2039
13	-109	-3	3266
14	0	0	696
15	-155	52	2719
16	-45	-1	3133
17	45	0	1525
18	0	0	813
19	0	0	580
20	-107	86	2056
21	-3	-3	2238
22	-102	103	3299
23	-189	149	3083
24	0	0	580
25	34	-3	1061
26	0	0	596
27	42	3	2387
28	0	0	730
29	-197	6	2072
30	148	52	1890
31	0	0	812
32	-99	-3	2503
33	-55	145	3266
34	0	0	647
35	112	-9	1260
36	9	-9	1840
37	-42	6	1011
38	0	0	664
39	-102	-5	3316
40	-204	51	2206
41	99	-5	1840
42	105	49	2371
43	-148	50	2255
44	3	0	564
45	-148	-49	3830
46	-4	1	1476
47	-209	48	2819
48	-63	-92	3996
49	-165	148	2968
50	0	0	547
51	-212	141	2106
52	-200	11	2487
53	102	1	2056
54	195	57	1973
55	-2	-4	630
56	-44	5	2768
57	0	0	547
58	55	-1	812
59	-114	58	2669
60	112	-60	2255
61	0	0	547
62	-104	159	2504
63	0	0	613
64	-155	94	1343
65	3	-6	680
66	-190	48	1824
67	96	-3	2072
68	-3	1	1608
69	0	0	431
70	-145	147	1939
71	-202	113	1591
72	205	-195	1327
73	-201	109	2105
74	0	0	614
75	-186	195	2338
76	-110	-205	2868
77	0	0	663
78	-146	45	1293
79	0	0	530
80	-140	-55	3366
