Trial	x	y	RT
1	-191	152	1625
2	-78	118	2188
3	-213	35	2885
4	-38	-4	2984
5	-94	33	3100
6	52	-200	2388
7	-3	-1	1194
8	-99	101	1924
9	-40	-18	3184
10	127	-17	2985
11	1	-134	2636
12	-116	68	3415
13	81	67	3466
14	8	-196	1674
15	-83	-1	3647
16	-172	135	3912
17	125	30	3349
18	4	-163	2272
19	-3	-110	2520
20	-80	160	2885
21	0	0	3216
22	-194	140	2918
23	-100	196	3183
24	-1	-92	2355
25	158	36	1426
26	-98	-30	3813
27	80	-87	3515
28	3	35	2802
29	-150	77	3730
30	-144	83	2918
31	0	-66	3150
32	-88	-88	3233
33	-216	92	2818
34	-2	-58	2802
35	111	-45	2703
36	6	-127	3134
37	-109	26	4029
38	76	-52	2934
39	-136	85	4029
40	-127	45	2470
41	-6	62	1028
42	-93	37	2288
43	-185	44	2554
44	9	-194	2703
45	-77	2	2420
46	100	-43	2587
47	-104	194	2171
48	-2	30	3448
49	-223	78	3266
50	-44	-174	3250
51	-223	52	2719
52	-186	107	3249
53	84	-24	3216
54	36	-92	2653
55	67	-105	2951
56	-30	-100	3946
57	5	-218	1857
58	218	32	2503
59	-225	64	2288
60	45	-114	1509
61	82	-18	2852
62	-109	217	2288
63	-139	40	2006
64	-149	117	2354
65	68	-98	3349
66	-225	50	2752
67	193	-12	2487
68	6	-91	2387
69	5	-180	1774
70	-183	80	2305
71	-21	124	4028
72	65	-16	2653
73	-135	40	2752
74	-8	-136	2570
75	-174	199	2570
76	-132	54	4028
77	136	24	2188
78	-109	37	2172
79	5	8	1127
80	-157	45	2603
