Trial	x	y	RT
1	-146	55	2553
2	5	0	2222
3	-140	147	2785
4	59	-1	1973
5	-60	95	1061
6	54	-4	1973
7	0	0	2453
8	-47	36	1923
9	-57	49	4029
10	34	0	2106
11	-52	45	1791
12	-87	90	1575
13	0	0	1625
14	1	-97	1924
15	-102	63	1310
16	-49	41	1442
17	54	53	1641
18	7	-102	1095
19	-97	-47	1691
20	-46	-6	1957
21	0	0	1243
22	-140	151	1740
23	-151	44	2205
24	7	-198	1227
25	-32	-198	2238
26	-51	45	1923
27	40	51	1625
28	-4	-97	1376
29	-110	44	2272
30	-47	-60	2271
31	91	1	1707
32	62	-5	1592
33	-98	46	1990
34	0	0	415
35	51	-3	2072
36	-53	1	2188
37	-107	92	1725
38	54	0	1940
39	-113	102	1177
40	-88	48	2288
41	-1	-141	1011
42	-45	-2	2139
43	-106	91	1857
44	10	-195	1260
45	-62	50	2503
46	50	1	2189
47	0	0	1625
48	-93	89	1061
49	-62	62	663
50	53	-8	1244
51	41	2	1144
52	-105	100	1608
53	99	0	813
54	0	0	514
55	8	-163	1658
56	55	1	1990
57	0	0	1194
58	53	5	1476
59	49	-6	2768
60	-7	-201	994
61	0	0	398
62	-111	96	845
63	67	2	1774
64	-54	51	2288
65	5	-3	696
66	-150	160	1012
67	4	-2	962
68	0	0	432
69	0	0	1293
70	-41	44	2537
71	-209	188	1691
72	61	-8	713
73	-199	154	2222
74	46	-4	1857
75	-197	99	2106
76	-141	94	945
77	0	0	597
78	-46	47	862
79	0	0	1525
80	-161	147	1210
