Trial	x	y	RT
1	-146	38	2702
2	47	-60	2222
3	-195	76	2918
4	136	-16	3581
5	-83	-27	4029
6	68	-83	3482
7	6	-78	3067
8	-184	97	3697
9	-101	-1	4029
10	6	-82	1608
11	-1	-134	2387
12	-82	-72	2852
13	-65	-47	2968
14	71	-107	2006
15	-185	-70	2951
16	-128	-10	3349
17	122	-10	1940
18	2	-111	2089
19	118	-5	4012
20	-103	-40	3084
21	-64	-59	3200
22	-184	134	3814
23	-139	-26	3565
24	-2	-130	1989
25	1	-168	3332
26	-137	-37	3996
27	121	-42	2968
28	-1	-142	2586
29	-88	-56	2188
30	-122	75	3217
31	37	-128	3730
32	19	-172	2554
33	-122	-74	3034
34	131	69	3233
35	80	-25	3382
36	-130	58	3548
37	-168	124	2752
38	74	-123	2470
39	-173	126	2619
40	-77	-118	3382
41	27	-135	3183
42	-36	-132	2935
43	-132	84	3100
44	26	-162	2603
45	-12	66	3481
46	-24	-125	3249
47	73	-79	4028
48	-146	19	3183
49	-93	-49	4029
50	25	-143	2421
51	-71	-129	1873
52	-172	74	1823
53	75	-128	1790
54	18	-179	2653
55	24	-176	2089
56	-118	76	2735
57	32	-180	2968
58	27	-173	2736
59	-31	60	2818
60	29	-179	3100
61	-37	-131	4013
62	-156	-24	4029
63	-7	-145	2421
64	-126	70	2968
65	98	-48	3863
66	-206	96	3382
67	27	-168	2885
68	124	-69	3647
69	25	-177	3067
70	-134	-38	3862
71	-183	135	3581
72	24	-173	2155
73	-173	123	3349
74	134	48	3001
75	-175	26	3432
76	-95	84	3581
77	128	-130	3448
78	-50	-117	2952
79	27	-174	2952
80	-173	71	3117
