Trial	x	y	RT
1	-103	-118	2918
2	-2	-110	1028
3	-147	146	1675
4	-57	-99	2271
5	-113	-95	2222
6	3	-208	2537
7	8	-197	1525
8	-46	98	3184
9	-103	37	3979
10	0	0	1575
11	0	0	2985
12	-130	0	3698
13	48	-10	4029
14	0	0	498
15	-54	53	780
16	-152	92	2337
17	111	-50	1061
18	44	0	2421
19	0	0	664
20	-44	39	2255
21	-49	-1	1940
22	-199	52	2073
23	-105	-52	2504
24	0	0	1542
25	0	0	597
26	-46	143	2288
27	60	-1	1592
28	-3	-54	1045
29	-52	-1	2520
30	-64	-62	1061
31	-40	-148	2685
32	0	0	531
33	-148	-53	2951
34	36	0	1493
35	45	0	663
36	-53	0	3498
37	-157	-99	2138
38	0	0	1741
39	-37	-5	812
40	-100	-9	2802
41	-8	-47	2437
42	-48	-8	1077
43	-98	49	2719
44	0	0	547
45	42	-1	3101
46	0	0	1956
47	-44	1	3217
48	-99	-45	2438
49	-87	-109	2786
50	0	0	796
51	0	0	531
52	-151	89	2553
53	100	99	1874
54	-2	0	2785
55	-53	47	1244
56	-55	53	2768
57	56	58	796
58	-3	1	1508
59	44	0	3117
60	0	0	414
61	40	-35	779
62	-41	0	4028
63	0	0	481
64	46	0	1956
65	0	0	4029
66	-203	143	2619
67	42	-2	2619
68	49	-1	2819
69	0	-51	2520
70	0	0	2785
71	-188	92	2255
72	0	0	448
73	-152	2	4029
74	100	-2	1758
75	-52	-44	2603
76	-49	135	2089
77	0	-60	729
78	56	-1	3133
79	0	0	1276
80	-113	46	3415
