Trial	x	y	RT
1	-165	88	1907
2	117	-6	1674
3	-104	47	4028
4	9	-103	2255
5	-143	94	2155
6	-1	-17	1890
7	0	0	713
8	-77	136	3117
9	-49	-99	3698
10	152	96	1906
11	-156	-104	3615
12	-150	46	2288
13	5	-65	1642
14	1	-3	1410
15	-127	41	2719
16	-64	-100	3449
17	106	93	2055
18	103	-154	1492
19	1	0	530
20	-151	143	1110
21	-96	94	3532
22	-152	93	4028
23	-107	101	3349
24	-6	-155	3598
25	108	-105	3498
26	-71	-99	2586
27	-90	-152	4028
28	-106	-162	1691
29	-149	84	3681
30	-149	141	1294
31	90	-145	2620
32	7	-213	2205
33	-172	93	3299
34	108	-147	2536
35	103	-96	1028
36	-48	-132	3034
37	-143	38	4029
38	81	-112	1658
39	-127	42	3929
40	-81	-126	4029
41	0	-110	4029
42	-81	72	3134
43	-195	-116	4029
44	-6	-169	3216
45	-60	32	4029
46	101	-70	1674
47	-161	142	2288
48	-91	170	1044
49	-176	28	2387
50	-28	-178	2056
51	-13	-128	2603
52	-173	22	2387
53	-58	-123	1061
54	112	-66	2254
55	26	-191	1160
56	-70	-76	1708
57	18	-169	3150
58	148	39	2437
59	-64	-107	3050
60	119	-166	1906
61	-72	-180	3647
62	-197	127	2321
63	23	-225	4029
64	-120	-131	2537
65	-71	-92	2769
66	-158	-110	2387
67	-75	-123	3067
68	-73	-195	3631
69	159	-196	1177
70	-160	-132	3250
71	-185	116	1973
72	174	-131	2603
73	-183	-102	2885
74	85	-209	3068
75	-185	44	3681
76	-106	-77	1277
77	3	16	4029
78	-29	-136	3880
79	-14	-140	2205
80	-178	74	1924
