Trial	x	y	RT
1	-112	46	2354
2	103	-74	2040
3	-122	70	2918
4	-58	-136	3565
5	-111	33	2902
6	-6	-202	1741
7	29	-131	3333
8	-157	160	1907
9	-102	68	2636
10	142	-88	2769
11	-38	-118	3614
12	-55	118	2669
13	-83	58	2818
14	-49	-148	2603
15	-46	-135	2852
16	-64	-153	2586
17	200	61	2553
18	108	-53	2089
19	130	-145	2752
20	-123	126	2620
21	-47	11	2155
22	-146	10	2387
23	-191	115	1624
24	56	-200	1475
25	155	-117	2238
26	-61	39	3017
27	113	-68	2122
28	-103	-132	1791
29	-111	108	2271
30	-191	95	2387
31	96	-136	2786
32	-148	-12	2338
33	-115	58	2305
34	-106	-84	2686
35	155	-68	2620
36	0	0	1757
37	-73	13	2304
38	119	120	2138
39	-141	111	2653
40	-118	126	2106
41	-4	-78	2587
42	-129	130	2255
43	-123	53	2885
44	-22	-170	1956
45	-123	60	1973
46	16	82	3598
47	-105	131	2437
48	-105	43	3382
49	-107	51	2636
50	-112	28	2536
51	-71	106	3034
52	-115	35	3647
53	154	28	3067
54	155	27	2702
55	45	-155	2603
56	-4	101	1824
57	-27	-173	2222
58	138	37	1592
59	-126	202	2503
60	-1	-67	1774
61	-2	85	3266
62	-157	160	2304
63	136	-2	2719
64	-163	185	2039
65	-1	-40	995
66	-176	64	2752
67	144	79	2106
68	87	4	1824
69	-11	-57	3449
70	-124	87	1542
71	-165	155	2271
72	117	20	2984
73	-121	71	2271
74	123	21	2868
75	-149	137	2321
76	-74	95	2238
77	27	33	2404
78	-84	132	2205
79	-9	-69	2802
80	-132	113	2769
