Trial	x	y	RT
1	-150	159	1392
2	-56	-54	3183
3	-104	-1	2902
4	63	-53	2570
5	-95	-9	2520
6	0	0	563
7	0	0	680
8	-132	175	1757
9	-55	-60	1956
10	-88	41	2371
11	-99	42	1525
12	-179	5	2106
13	-89	50	2222
14	7	-4	3051
15	-105	-51	2388
16	-106	-56	1177
17	57	4	962
18	-61	-6	1442
19	2	-1	3415
20	-158	130	1326
21	-62	-51	2072
22	-103	45	1990
23	-169	160	1012
24	54	-112	1442
25	-6	-156	1508
26	-114	53	2487
27	-10	-222	1177
28	3	-107	1426
29	-153	97	1526
30	45	48	1376
31	39	61	3300
32	-7	-201	1558
33	-203	143	1442
34	75	-97	1823
35	115	-54	2735
36	-101	-64	2354
37	-143	-52	1940
38	-62	51	2935
39	-143	-107	1824
40	-90	90	1923
41	-122	-58	2371
42	-110	37	3432
43	-162	-39	1243
44	5	-54	1740
45	-198	46	1227
46	5	-109	1675
47	-195	206	995
48	-192	-57	3034
49	-196	108	1012
50	13	-204	1177
51	-92	-9	1856
52	-105	172	1724
53	12	-57	2421
54	-187	54	1127
55	0	0	763
56	-200	-7	1061
57	-45	2	1094
58	112	41	1823
59	-198	52	994
60	130	59	1309
61	57	0	2072
62	-202	149	2288
63	152	64	1691
64	-196	-61	1294
65	-7	-126	1907
66	-159	142	1227
67	200	155	1823
68	-94	-9	2388
69	206	-62	1492
70	-120	148	1492
71	-211	-5	2254
72	113	57	862
73	-156	99	1674
74	6	-4	1824
75	-207	93	2470
76	-43	-13	829
77	158	-2	1973
78	-194	1	1807
79	-155	4	2354
80	-204	39	1144
