Trial	x	y	RT
1	-152	-11	1575
2	61	-3	1558
3	-143	152	1774
4	42	55	1807
5	-157	150	1343
6	0	0	878
7	0	0	795
8	-98	97	2785
9	-55	64	1078
10	52	27	1111
11	-51	37	1940
12	-125	60	1277
13	-21	31	1144
14	55	21	1111
15	-107	59	1492
16	-58	61	1177
17	88	12	1326
18	-9	0	564
19	45	4	1260
20	-64	46	1475
21	-50	-28	1790
22	-121	134	1194
23	-93	37	1890
24	-8	-109	1061
25	-11	-61	1078
26	-55	136	1127
27	118	23	1443
28	12	-103	1708
29	-110	24	1592
30	-34	92	2089
31	-95	-18	1923
32	-51	-115	1110
33	-51	-80	2271
34	-35	15	1741
35	38	15	1127
36	-34	28	1210
37	-111	112	1061
38	81	29	1409
39	-155	76	1210
40	-43	-25	1210
41	20	-47	1061
42	-85	40	1492
43	-79	92	1327
44	42	-109	1243
45	-101	75	1210
46	41	-37	1459
47	-43	48	1807
48	-70	68	1542
49	-29	32	1956
50	88	-29	1442
51	-58	42	1459
52	-163	104	1392
53	62	-18	1575
54	57	0	1823
55	-51	-48	1392
56	-95	66	1558
57	96	-7	1227
58	117	2	1393
59	4	-2	1758
60	-42	-67	1227
61	50	4	1194
62	-70	49	1824
63	31	-58	912
64	-80	18	1642
65	20	-58	995
66	-122	154	1526
67	-12	-99	1127
68	21	-27	1509
69	42	-6	1227
70	-26	-1	1691
71	-125	140	1194
72	125	5	1160
73	-119	122	1309
74	126	35	1360
75	-81	70	1691
76	-87	82	1293
77	-42	-26	1062
78	41	-39	1707
79	78	-30	1443
80	-132	154	1608
