Trial	x	y	RT
1	-81	50	3050
2	59	-33	1674
3	-178	102	1675
4	98	-39	2073
5	-108	148	2039
6	4	-159	2620
7	-1	-114	2355
8	-42	112	2603
9	-15	135	2603
10	41	-101	2321
11	-84	-6	3664
12	-73	169	2653
13	-51	96	2984
14	129	-88	3183
15	-1	-4	3946
16	-90	76	4029
17	118	91	2719
18	4	-123	2089
19	0	0	928
20	-66	127	2586
21	-97	2	1708
22	-182	42	1691
23	-149	85	3117
24	63	5	2504
25	2	-147	2371
26	-52	152	4029
27	128	-94	2122
28	0	0	1459
29	-49	147	2504
30	-134	106	2255
31	72	-122	2155
32	-1	-147	2006
33	-144	44	2338
34	126	-45	2288
35	43	-132	2554
36	-76	107	2304
37	-153	81	2022
38	141	19	2470
39	-155	132	2022
40	-119	21	2603
41	80	-70	1575
42	84	79	1940
43	-106	161	1840
44	49	-168	2371
45	-161	107	2487
46	17	-137	1956
47	-65	68	3565
48	-127	130	2587
49	-116	163	2453
50	107	-114	1840
51	-96	25	3565
52	-176	69	1807
53	157	-1	2338
54	37	-150	3034
55	143	-80	2453
56	-93	168	2221
57	164	-151	1476
58	63	-62	1973
59	-9	114	2089
60	0	0	1558
61	0	0	2355
62	-143	117	2205
63	-2	-145	1592
64	-14	154	2238
65	-113	2	2404
66	-168	58	1774
67	65	-116	1807
68	-6	91	2221
69	64	-11	2437
70	-38	29	2238
71	-160	155	1940
72	84	-47	2537
73	-169	43	1774
74	31	-57	1724
75	-159	96	2636
76	-84	176	2222
77	73	135	2122
78	-124	157	2985
79	40	-99	2304
80	-100	161	2620
