Trial	x	y	RT
1	-189	106	3050
2	79	-34	1824
3	-116	-36	1459
4	4	-154	1575
5	-34	45	2105
6	79	-210	1410
7	-1	-210	1376
8	-8	29	2453
9	-68	-20	1376
10	42	-1	1774
11	0	0	1758
12	-33	36	1625
13	105	31	1924
14	-6	-203	1658
15	-3	-77	1509
16	-45	-74	1426
17	81	-130	1939
18	75	-30	1906
19	23	-131	2039
20	-156	130	2222
21	7	-129	2238
22	-194	115	3067
23	-225	209	1741
24	-28	-77	2205
25	60	39	1393
26	-51	-78	1475
27	2	-77	1343
28	15	-164	1359
29	-43	69	1923
30	-116	55	1807
31	0	0	1127
32	5	-21	2156
33	-175	133	1691
34	-3	-82	1624
35	0	0	995
36	0	0	1790
37	-92	37	1658
38	80	-7	2520
39	-39	56	2106
40	-69	70	1790
41	53	-3	2155
42	-10	73	1028
43	-74	40	1625
44	30	-193	1542
45	-69	27	1575
46	7	-174	1359
47	-112	114	1459
48	-81	30	1707
49	-170	128	1343
50	-11	-116	1426
51	-84	65	1575
52	-164	108	2653
53	58	-106	1028
54	68	-61	1127
55	16	-114	1725
56	31	-74	1575
57	-4	-152	2354
58	57	35	2155
59	-50	25	2686
60	0	0	929
61	0	0	1509
62	-214	165	1873
63	71	-196	1343
64	-23	78	1226
65	7	-191	1260
66	-119	67	2122
67	0	0	564
68	-40	-139	1939
69	2	-163	1459
70	-189	187	1442
71	-200	165	2205
72	124	-119	1707
73	-150	82	2189
74	-5	-165	1194
75	-214	188	1293
76	-94	50	1990
77	3	-189	1343
78	51	46	1874
79	0	0	779
80	-125	56	2984
