Trial	x	y	RT
1	13	69	1591
2	0	0	1011
3	0	0	813
4	0	0	962
5	0	0	1045
6	0	0	945
7	0	0	1095
8	-54	79	1475
9	-5	-2	1376
10	0	0	730
11	-1	20	978
12	-16	-9	1226
13	-2	43	961
14	0	0	945
15	0	0	1211
16	0	0	928
17	0	0	1409
18	12	12	945
19	0	0	1127
20	6	14	1674
21	-14	-6	1061
22	-58	-8	1509
23	-27	24	1409
24	0	0	878
25	0	0	878
26	0	0	945
27	0	0	1276
28	0	9	1774
29	1	10	1227
30	-7	-21	1061
31	0	0	1028
32	0	0	829
33	-58	22	1691
34	0	0	994
35	2	7	1923
36	0	0	995
37	-29	-8	1774
38	18	10	1575
39	-8	-1	1226
40	0	0	1161
41	-6	8	1011
42	30	23	1392
43	-11	-1	1094
44	0	0	961
45	-17	-6	1642
46	-2	5	1243
47	-5	19	1990
48	-9	-15	1094
49	-24	17	1890
50	0	0	895
51	0	0	995
52	-61	4	1011
53	0	0	763
54	0	0	696
55	0	0	1741
56	-24	15	1741
57	0	0	1260
58	0	0	763
59	-17	9	1857
60	0	0	1841
61	0	0	1210
62	-23	37	1741
63	-1	0	994
64	-2	29	1625
65	0	0	979
66	-48	-6	1708
67	0	0	845
68	0	0	1243
69	0	0	995
70	-21	13	1509
71	-15	-5	1692
72	0	0	1360
73	-26	2	1874
74	0	0	961
75	-41	28	1425
76	-15	-3	1542
77	0	0	979
78	-7	8	1392
79	0	0	829
80	0	0	563
