Trial	x	y	RT
1	-54	40	1989
2	46	50	1359
3	-156	149	1542
4	155	91	1094
5	-89	104	1260
6	16	-54	2752
7	0	0	779
8	-52	1	1310
9	-101	-40	1244
10	47	-5	1940
11	-48	-55	2570
12	-104	-30	2073
13	-148	114	1890
14	183	46	1708
15	-93	154	1161
16	-32	31	1343
17	69	3	1144
18	-3	-17	2072
19	10	-98	1609
20	-63	-32	2105
21	-31	-1	1077
22	-134	140	1890
23	-60	0	1691
24	-47	-155	1840
25	3	-143	1011
26	-85	1	2006
27	160	68	1177
28	-16	-93	1559
29	-38	-2	1940
30	-89	55	1243
31	75	34	2669
32	50	-50	2056
33	-40	-49	2753
34	88	36	1177
35	89	36	1045
36	-132	58	2255
37	-121	49	1293
38	98	-61	1790
39	-150	55	1393
40	-109	51	1160
41	92	-88	1393
42	-78	-93	1559
43	-185	95	879
44	-58	-141	2205
45	-150	112	1741
46	15	-12	1592
47	-105	46	2404
48	-106	68	1906
49	-94	59	1161
50	97	2	1227
51	2	-43	2471
52	-156	137	1359
53	140	-105	1575
54	102	-190	1558
55	-110	-143	978
56	-189	161	1243
57	62	-183	2022
58	106	-153	2072
59	98	-107	1492
60	5	-187	1840
61	0	0	796
62	-2	-55	2156
63	0	-38	614
64	59	64	2387
65	0	0	431
66	-187	184	1608
67	-3	-113	1393
68	-63	-128	1575
69	87	-5	929
70	-83	10	1542
71	-191	174	2006
72	118	-40	1923
73	-179	144	1360
74	206	109	1061
75	9	-67	2486
76	-52	-144	1890
77	142	47	2039
78	-150	41	1907
79	-46	-60	862
80	-147	159	1426
