Trial	x	y	RT
1	-150	159	2039
2	103	-51	2670
3	-151	103	2951
4	0	-104	2752
5	-148	51	2968
6	0	0	879
7	0	0	1078
8	-147	153	2205
9	-42	-49	3697
10	104	0	2785
11	-46	104	3017
12	-102	-13	4028
13	-148	50	3432
14	-5	-156	1973
15	-92	-52	3000
16	-193	102	2570
17	57	50	2702
18	-2	-54	2188
19	4	-157	2238
20	-109	144	4029
21	-44	4	3018
22	-148	146	2984
23	-136	146	1343
24	0	-206	1890
25	0	-98	1343
26	-54	46	2321
27	0	0	1260
28	0	0	2354
29	-47	112	2735
30	-156	45	2536
31	2	-58	1426
32	0	0	995
33	-149	96	3050
34	-46	-47	2735
35	93	-2	1144
36	1	-146	1658
37	-148	43	2918
38	151	-49	1492
39	-39	-50	2951
40	-53	55	2404
41	50	-42	2520
42	-103	52	2719
43	-142	102	2520
44	50	-4	1393
45	-154	-55	3000
46	53	51	2885
47	-106	151	2885
48	-58	6	2984
49	-145	88	3349
50	3	-153	1725
51	-44	97	3167
52	-150	140	2653
53	0	-199	1641
54	49	-5	2504
55	0	0	845
56	-151	-89	3067
57	0	0	580
58	56	-95	2768
59	-201	102	2355
60	-5	-161	1111
61	-3	-211	1211
62	-193	108	1161
63	4	-48	1044
64	-104	95	2006
65	-4	-109	1160
66	-114	48	2520
67	96	-8	1989
68	0	0	762
69	160	-98	2537
70	-150	45	1840
71	-156	50	2503
72	155	-52	1575
73	-55	-53	2951
74	2	-48	961
75	-140	51	2238
76	-46	-46	2321
77	0	0	580
78	-95	-97	1210
79	-1	-143	1542
80	-91	1	2487
