Trial	x	y	RT
1	-1	-202	2255
2	-5	-206	1774
3	-203	109	1791
4	196	42	2239
5	-199	76	1111
6	-99	26	2537
7	-6	-128	1244
8	10	-112	1824
9	3	-99	2006
10	-4	41	1558
11	7	-139	1939
12	-176	58	2221
13	-51	23	1343
14	-8	-46	2238
15	-176	46	1840
16	161	65	1907
17	150	61	1725
18	156	6	3482
19	163	-104	2056
20	-117	-98	2951
21	50	-133	3382
22	-167	85	3084
23	-53	31	2785
24	-107	-80	2305
25	-3	49	862
26	-109	51	2040
27	206	68	1144
28	-5	-96	1973
29	-118	45	2686
30	-75	-32	2138
31	-90	-58	2520
32	11	-200	1393
33	-126	36	2752
34	195	86	1094
35	81	-90	2852
36	0	98	1244
37	-192	85	2603
38	77	-117	2902
39	143	38	2967
40	21	-124	3930
41	9	-154	2255
42	-1	64	3067
43	-203	83	2868
44	110	-55	1658
45	-145	31	2852
46	35	-92	2636
47	-72	17	2338
48	-187	187	1575
49	-82	32	2835
50	201	-62	2023
51	-1	-59	2487
52	-214	59	1260
53	198	-57	2288
54	153	-42	3316
55	-178	-67	2172
56	50	62	2885
57	5	-106	862
58	14	-91	2553
59	-44	42	3332
60	-5	-127	1990
61	0	0	1691
62	-49	-38	3167
63	95	-10	2238
64	33	-5	3582
65	78	1	1211
66	-200	151	2785
67	0	1	1989
68	-2	-180	1393
69	37	-81	3017
70	-173	35	2222
71	-205	194	1973
72	193	-37	3565
73	-185	185	1592
74	166	37	2669
75	-89	-19	2686
76	-137	66	1144
77	-94	-87	2073
78	-119	41	2404
79	7	-169	3067
80	-161	132	1724
