Trial	x	y	RT
1	-110	150	2122
2	106	-53	2388
3	-94	2	3449
4	-7	-99	2570
5	-102	-99	3067
6	10	-205	1475
7	2	-154	2304
8	-47	-45	2917
9	6	-48	2022
10	66	2	3166
11	-63	-49	2619
12	-60	102	2984
13	-111	202	3515
14	-5	-153	2702
15	-44	-97	2884
16	0	-103	3415
17	99	-52	4029
18	52	-105	2984
19	44	-149	3913
20	4	42	4029
21	4	-46	3001
22	2	50	2155
23	-138	96	2968
24	38	-98	2735
25	5	-152	2355
26	-64	-51	3415
27	54	-11	2520
28	51	-102	2503
29	-107	102	2172
30	-102	149	2503
31	7	-54	2271
32	-8	-140	1658
33	-151	105	2520
34	90	-100	3266
35	110	-4	2785
36	3	-101	3681
37	-59	108	3498
38	144	-6	2205
39	-50	-93	3050
40	-54	51	1857
41	54	-10	1426
42	45	88	2454
43	-2	51	2935
44	-2	-142	2653
45	4	-49	3416
46	41	5	3134
47	-101	154	3647
48	-40	4	2835
49	-103	102	2288
50	-7	-97	2006
51	54	-50	2288
52	-47	50	2404
53	13	-46	3399
54	59	3	2040
55	0	-146	2387
56	-2	1	2105
57	-11	-214	1691
58	95	-51	2454
59	-52	8	2968
60	-1	-145	2454
61	-7	-154	2354
62	-150	102	2587
63	-4	-167	1973
64	-54	46	2122
65	5	-198	1724
66	-149	1	3117
67	145	44	3083
68	56	-93	3034
69	101	-1	3780
70	-161	97	2337
71	-147	57	3680
72	106	3	2172
73	-142	-53	3216
74	-8	-92	1890
75	-198	137	2056
76	-61	101	3100
77	-6	-106	3697
78	-145	192	3333
79	97	-67	3266
80	-94	49	2918
