Trial	x	y	RT
1	-43	-52	3133
2	93	-70	2636
3	-127	-41	4029
4	153	27	3300
5	-6	66	2702
6	70	0	1823
7	-56	-201	2570
8	-86	-53	3797
9	-47	55	3266
10	-90	73	2935
11	15	-73	2636
12	-174	116	3432
13	-80	-20	3598
14	158	-60	3051
15	-200	87	3465
16	0	0	1807
17	162	5	3830
18	7	-196	2421
19	108	-113	3648
20	-159	76	3764
21	60	-160	3382
22	-156	51	3349
23	-113	3	2984
24	-57	-203	3067
25	8	-193	1907
26	-200	105	3548
27	205	-97	2835
28	67	-204	2504
29	-67	-202	3515
30	-48	-141	2753
31	-89	-101	3266
32	-55	-204	2222
33	-126	2	3449
34	4	-131	2752
35	44	-150	2769
36	0	-101	2769
37	-98	97	3382
38	0	-155	3133
39	-138	69	3879
40	-66	1	3067
41	78	-209	2935
42	76	-209	3034
43	-174	102	3332
44	13	-192	4029
45	-67	-49	2438
46	-34	-104	2188
47	-91	-64	2901
48	-119	47	2818
49	-77	-4	2073
50	86	-153	2719
51	-17	-144	2786
52	-141	9	3051
53	95	-4	3216
54	0	-189	2836
55	131	-141	3432
56	-99	55	3614
57	4	-197	2652
58	2	-132	3183
59	0	0	2437
60	79	-203	2768
61	-9	-200	2337
62	-119	-85	4029
63	-1	-203	1675
64	-33	-58	2072
65	-85	48	2039
66	-163	166	2420
67	73	-107	3000
68	-2	-94	2951
69	72	-59	2304
70	-86	-2	2819
71	-161	106	2288
72	63	-10	3316
73	-123	133	2802
74	-71	3	2354
75	-69	58	2305
76	-81	100	2653
77	-4	-107	2321
78	-41	41	2387
79	64	-3	2686
80	-120	46	2851
