Trial	x	y	RT
1	-153	146	2520
2	95	-160	1443
3	-168	92	1807
4	147	-102	1359
5	-102	-2	2056
6	-2	-205	1211
7	9	-196	1807
8	-141	49	1890
9	-159	103	2039
10	119	-145	2172
11	-150	49	1658
12	-150	149	1758
13	-58	56	1210
14	7	-193	1359
15	-144	37	2056
16	-142	89	2089
17	45	-15	1658
18	-10	-151	1044
19	4	-135	1807
20	-144	51	1708
21	5	-157	1691
22	-146	110	1990
23	-138	88	1625
24	14	-189	1393
25	4	-205	1410
26	-170	44	2304
27	0	0	762
28	-50	-186	1360
29	-137	136	1791
30	-145	145	1078
31	-4	-157	1227
32	-86	-197	1327
33	-138	95	1642
34	65	-156	2122
35	149	0	1310
36	-5	-147	979
37	-142	-1	2304
38	0	-196	1078
39	-3	3	1376
40	-129	47	1111
41	0	0	829
42	-56	43	2039
43	-159	46	1973
44	7	-195	1078
45	-130	40	2404
46	0	0	1707
47	-146	46	1906
48	-145	57	2089
49	-144	92	1741
50	-2	-151	1476
51	-143	96	1558
52	-138	136	1409
53	0	0	962
54	53	-151	2006
55	-2	-146	978
56	-149	50	2321
57	7	-150	1211
58	47	2	1741
59	-135	41	1724
60	60	-155	1077
61	8	-204	961
62	-142	149	1326
63	13	-180	1260
64	-146	105	1857
65	1	-149	1061
66	-143	44	1790
67	34	-205	1061
68	0	0	961
69	0	-182	1111
70	-142	45	1044
71	-146	154	1443
72	47	-199	1608
73	-145	90	1542
74	4	-180	1127
75	-160	98	1807
76	-136	-6	1641
77	0	0	994
78	-155	37	1492
79	-52	-196	978
80	-141	38	1641
