Trial	x	y	RT
1	-168	98	2089
2	60	4	1658
3	-101	55	1990
4	-2	2	1990
5	-87	8	2321
6	2	-151	1260
7	-44	1	1425
8	-105	146	1658
9	-61	52	2089
10	5	59	1658
11	-93	2	1972
12	-87	99	1906
13	-144	148	1392
14	0	-57	1243
15	-106	38	2055
16	-50	5	2138
17	39	-7	1873
18	2	-7	1425
19	0	0	1226
20	-149	144	1608
21	0	0	779
22	-143	44	1409
23	-198	161	1410
24	5	-94	1094
25	0	10	1476
26	-87	41	2155
27	57	2	1376
28	14	-3	2951
29	-93	102	1260
30	-154	45	1989
31	7	3	2139
32	-7	48	1609
33	-102	153	1558
34	42	2	2022
35	60	7	1492
36	-46	5	2620
37	-94	33	2172
38	14	16	2404
39	-55	58	2504
40	-107	110	2321
41	36	5	2371
42	-59	142	2321
43	-139	-1	2305
44	5	-98	1575
45	-109	42	2139
46	-47	-1	1890
47	-113	149	1359
48	-100	53	1840
49	-96	149	1260
50	46	-8	2321
51	-93	50	1625
52	-109	0	1939
53	0	0	862
54	63	3	1559
55	9	-4	1426
56	-55	101	1592
57	0	0	646
58	88	-2	1707
59	-86	58	2172
60	69	-2	1807
61	-42	-2	2520
62	-104	149	2023
63	43	-1	1525
64	-97	196	1508
65	1	-7	1940
66	-96	47	1923
67	55	-5	1575
68	0	0	763
69	99	2	2172
70	-93	95	2371
71	-98	91	2007
72	109	-3	1973
73	-108	-1	2553
74	0	0	879
75	-147	146	1791
76	-104	41	2238
77	1	-3	1642
78	-58	144	1774
79	-61	1	1575
80	-82	8	2288
