Trial	x	y	RT
1	-185	140	2603
2	67	-9	1127
3	-125	12	2354
4	0	0	663
5	-159	-2	2437
6	10	-167	1874
7	3	-180	4029
8	-186	6	3763
9	5	-5	2702
10	0	0	581
11	-156	-6	1956
12	-136	25	3299
13	0	0	663
14	0	0	978
15	-171	6	4029
16	-203	96	3598
17	145	-26	2205
18	33	-1	1127
19	0	0	929
20	-30	-6	3465
21	0	0	381
22	-220	-9	2023
23	-186	54	3250
24	-4	-211	1923
25	77	-170	1857
26	-36	-2	2453
27	45	-136	3432
28	-1	0	1061
29	-17	3	2122
30	-204	101	3001
31	-7	-2	3084
32	0	0	945
33	-195	-1	2404
34	-89	-10	2305
35	52	-2	879
36	0	0	995
37	-190	-3	2089
38	95	-15	1592
39	-59	-14	1094
40	-68	-71	3880
41	-112	1	1625
42	151	38	3565
43	-193	9	1426
44	19	-214	1907
45	-111	35	2736
46	172	3	3896
47	-192	168	2653
48	-90	3	1194
49	-194	63	1541
50	2	-8	1028
51	-191	74	1708
52	-117	2	1857
53	9	-154	845
54	4	0	497
55	0	-101	1244
56	-18	0	1757
57	7	-143	813
58	34	-92	746
59	-154	2	979
60	86	-131	1028
61	0	0	481
62	-162	19	1890
63	10	-79	2620
64	-177	144	1277
65	-84	14	3615
66	-225	6	1840
67	128	10	4029
68	0	0	298
69	133	-11	1227
70	-204	79	2006
71	-154	25	1392
72	151	-8	895
73	-164	2	2420
74	0	0	547
75	-207	112	1840
76	-91	9	2868
77	-7	2	762
78	-3	0	1807
79	-205	5	1094
80	-169	-1	1542
