Trial	x	y	RT
1	-156	89	1989
2	84	32	1823
3	-166	49	2404
4	13	-8	2404
5	-29	36	2156
6	-14	-54	2504
7	-3	-45	1558
8	-58	130	2089
9	-45	20	2703
10	-49	14	3133
11	-104	15	3166
12	-58	-48	3100
13	-64	-13	2968
14	3	-105	2503
15	-38	35	2819
16	27	-42	2354
17	85	-46	2636
18	21	-55	1359
19	-2	-92	2205
20	-88	33	2338
21	-62	0	1923
22	-63	115	2404
23	-96	44	2387
24	0	-140	1807
25	0	-147	2868
26	-26	26	1442
27	26	-63	1658
28	-6	-99	2852
29	-15	-47	2885
30	-36	-86	3050
31	-8	-29	2205
32	8	-108	3083
33	-58	112	1989
34	10	-73	1989
35	52	-108	1873
36	-58	-64	3266
37	-50	36	1774
38	1	-109	2586
39	0	0	1492
40	-42	40	1128
41	4	-81	1475
42	15	110	1774
43	-29	27	1625
44	1	-62	1791
45	-4	70	1575
46	11	-96	2122
47	-42	143	1592
48	-28	54	1691
49	-58	56	1641
50	30	-103	1641
51	-4	1	3316
52	-82	37	2056
53	-22	-102	2520
54	0	-35	2370
55	-1	-115	2537
56	-1	-8	1973
57	0	-64	1890
58	0	0	1045
59	52	10	1840
60	27	-94	2670
61	1	-88	2686
62	-60	73	2620
63	-4	-135	1956
64	64	43	2769
65	1	-80	1525
66	-89	40	3465
67	-26	-96	2454
68	0	0	995
69	17	-1	2056
70	-85	36	3482
71	-145	41	3217
72	76	24	2752
73	-64	46	3001
74	56	-2	2818
75	-127	66	2221
76	-29	22	2321
77	-37	-81	2206
78	2	-3	1990
79	0	0	779
80	-87	32	2172
