Trial	x	y	RT
1	-137	117	2238
2	85	-114	1459
3	-99	71	2072
4	45	-64	2487
5	-112	-60	2288
6	91	-63	2304
7	38	-194	1724
8	-129	83	2172
9	-119	-16	1840
10	103	-108	1823
11	-135	136	2155
12	-135	66	2056
13	-70	32	2669
14	8	-205	2106
15	-117	-66	2570
16	-20	-128	1957
17	141	-42	1790
18	140	-119	1774
19	61	-89	1873
20	-139	32	2089
21	9	-85	2553
22	-125	68	2321
23	-80	76	2437
24	-9	-172	2022
25	-76	-136	1725
26	-91	-9	1956
27	123	-60	1857
28	-12	-187	1675
29	-147	74	2504
30	-180	-23	2570
31	108	33	2520
32	17	-197	1990
33	-148	72	1923
34	-23	-123	2586
35	144	-182	2619
36	2	-21	2073
37	-135	36	2056
38	195	80	2421
39	-31	-82	3448
40	-97	50	2752
41	-82	-27	2139
42	-108	69	1824
43	-113	21	2122
44	64	-195	1624
45	-57	-38	2205
46	8	-74	1890
47	-157	157	1658
48	-102	67	2304
49	-105	72	1940
50	147	-131	1691
51	159	36	1658
52	-99	69	2321
53	-49	-127	2222
54	129	-116	2553
55	35	-186	2105
56	114	-45	2569
57	-8	-162	1774
58	189	-72	2288
59	-81	11	2056
60	34	-127	1094
61	-8	-212	1774
62	-154	115	1758
63	117	-186	1492
64	-47	115	2039
65	30	-172	1791
66	-144	60	2454
67	29	-173	2023
68	-48	-171	2421
69	96	-41	1443
70	-130	41	2603
71	-113	41	2918
72	154	-46	2072
73	-151	17	2106
74	155	-18	2255
75	-140	121	2304
76	-110	17	2189
77	-1	-156	1791
78	-48	38	2222
79	-38	-177	2023
80	-80	26	1940
