Trial	x	y	RT
1	-115	37	2487
2	206	-85	1923
3	-120	7	3068
4	112	-199	3697
5	-48	-15	4029
6	212	-189	3117
7	47	-197	2205
8	-107	191	1923
9	20	-121	4029
10	169	30	1575
11	-120	13	2918
12	-92	17	3266
13	-109	193	2719
14	187	-158	2570
15	-39	-32	3084
16	-42	1	4029
17	158	0	978
18	96	-12	1509
19	70	-189	3017
20	-88	97	2039
21	98	-4	2918
22	-69	-16	2106
23	-102	111	2039
24	68	-173	2453
25	57	-127	1840
26	20	-43	3979
27	154	-25	2620
28	51	-54	2686
29	-90	69	2421
30	-58	102	1990
31	140	-40	2255
32	61	-49	2719
33	-79	193	1874
34	112	-32	1907
35	169	-4	1078
36	102	-37	1774
37	-31	22	2437
38	81	17	1508
39	51	-4	2040
40	-98	56	2470
41	55	-18	2305
42	-36	64	3133
43	-54	15	3183
44	102	-156	1110
45	-51	7	2321
46	90	-7	2570
47	-64	103	2139
48	-60	-16	3117
49	-124	30	1641
50	0	0	1094
51	-45	29	2835
52	-64	-15	2852
53	46	-112	2438
54	100	-2	1642
55	15	-13	1392
56	-39	-25	3150
57	108	-80	3499
58	140	18	2122
59	-104	-5	1725
60	86	-44	3697
61	160	-2	2354
62	-113	20	1725
63	194	4	2056
64	-82	138	3167
65	29	-29	4029
66	-156	78	3548
67	132	-47	1293
68	-17	-5	4029
69	90	-78	2603
70	-145	26	2305
71	-150	25	2868
72	-6	0	4029
73	-126	25	2188
74	128	-154	2205
75	-145	173	2139
76	-79	28	2471
77	35	-157	1343
78	-68	163	1608
79	-4	-101	3963
80	-63	23	1492
