Trial	x	y	RT
1	-57	4	2155
2	1	-55	2504
3	-39	-1	2437
4	5	-104	3714
5	-47	-1	1989
6	5	-109	1939
7	4	-50	1857
8	-50	97	2719
9	-36	-7	3184
10	1	4	2504
11	-57	-5	2321
12	-43	48	2752
13	-40	-6	3299
14	4	-96	1276
15	-47	48	1906
16	-45	39	4028
17	-8	-50	1658
18	51	4	1940
19	0	0	779
20	-96	92	2752
21	-2	-7	796
22	-48	48	1940
23	-87	100	2470
24	12	-96	1376
25	0	0	1094
26	1	55	1807
27	55	-2	2338
28	3	2	2752
29	-50	94	1426
30	-4	-50	3780
31	0	0	1559
32	-3	-51	1625
33	-106	42	2869
34	39	-56	3283
35	53	0	2536
36	0	-1	1541
37	-36	7	2188
38	58	2	2619
39	20	2	2586
40	-42	52	1376
41	51	-3	2885
42	6	90	2736
43	2	42	2404
44	44	-54	2238
45	-4	9	3017
46	0	0	1078
47	-93	113	2685
48	-48	3	3051
49	-98	89	3051
50	5	-53	2172
51	54	42	2719
52	0	0	1808
53	49	-8	2371
54	0	0	2802
55	7	-44	2454
56	6	-9	3499
57	4	-151	2719
58	64	-1	2786
59	-36	104	3217
60	107	5	4029
61	-7	-50	3183
62	-133	0	2603
63	4	-2	3448
64	-47	132	2620
65	8	-48	2255
66	-56	0	1542
67	43	-6	4028
68	0	-53	1774
69	3	-53	2073
70	-97	61	2205
71	-40	41	2288
72	92	-9	2454
73	-43	41	2935
74	1	-53	3233
75	-147	100	2088
76	-35	5	2172
77	-10	-109	2172
78	2	88	2553
79	-1	-3	2785
80	-24	50	2587
