Trial	x	y	RT
1	-102	-2	2271
2	0	0	1144
3	-114	72	2702
4	141	56	1907
5	-100	49	2404
6	0	0	680
7	-2	0	1077
8	-47	0	1740
9	-97	-61	2801
10	0	0	663
11	-59	-4	2073
12	-106	94	1741
13	-55	102	2421
14	0	0	995
15	-109	50	3382
16	-50	3	1077
17	110	-49	2287
18	0	0	1111
19	62	-1	1177
20	-48	-3	2172
21	0	0	1526
22	-149	53	2785
23	-100	45	2072
24	101	-4	1410
25	0	0	1127
26	-51	49	2653
27	-106	101	1940
28	0	0	564
29	-47	-5	2454
30	0	0	1791
31	56	2	2222
32	-8	1	2255
33	-55	5	2504
34	113	5	1774
35	0	0	912
36	2	50	1608
37	-151	95	1790
38	0	0	911
39	-7	-2	1874
40	-16	5	2106
41	0	0	780
42	-42	4	2089
43	-150	43	1559
44	0	0	746
45	-158	101	1791
46	-2	2	1989
47	-10	0	2172
48	-150	98	2769
49	-60	2	1840
50	-55	0	2105
51	-41	-1	2321
52	-138	46	2619
53	5	-98	1260
54	3	-96	1906
55	101	0	1558
56	-4	95	1393
57	0	0	647
58	0	0	1111
59	0	0	1293
60	0	0	647
61	0	0	862
62	-26	0	2653
63	0	0	796
64	0	0	1127
65	49	-44	1973
66	-158	96	2089
67	0	0	1111
68	-8	-52	1393
69	0	0	647
70	-41	6	2736
71	-159	154	1327
72	0	0	1177
73	-198	104	2503
74	48	-4	2421
75	-53	1	1658
76	-93	48	2918
77	12	-102	1542
78	-6	96	2040
79	0	0	911
80	-65	-5	2852
