Trial	x	y	RT
1	-93	-10	1973
2	0	1	1956
3	-101	149	2586
4	50	44	2471
5	-107	12	2404
6	0	0	962
7	0	0	1243
8	-45	-84	2089
9	-94	102	2669
10	0	0	1442
11	-97	-34	2172
12	-158	131	2255
13	-95	4	1907
14	4	-2	1178
15	-141	88	2387
16	-98	1	1691
17	147	46	1492
18	65	-55	2884
19	150	-4	1791
20	4	51	2073
21	-1	2	1675
22	-206	139	1625
23	-154	56	2188
24	0	0	1160
25	0	0	1226
26	-90	-1	1442
27	106	-1	1326
28	0	0	1608
29	-167	45	2288
30	-159	44	2371
31	92	0	1426
32	3	-1	1657
33	-198	94	2205
34	140	5	1741
35	46	-2	2238
36	-55	40	2901
37	-116	82	2752
38	55	5	2321
39	-99	137	1591
40	-92	1	1856
41	3	-2	1642
42	-51	41	2321
43	-105	97	1824
44	12	-42	1277
45	-61	56	1475
46	0	0	1989
47	-148	42	2321
48	-144	3	2703
49	-148	3	2371
50	55	0	1475
51	-1	0	1823
52	-194	46	2702
53	96	52	1874
54	-34	-1	2205
55	3	-49	1409
56	-88	38	2536
57	-1	-2	1542
58	44	-43	2868
59	2	44	2537
60	2	-36	1575
61	0	0	1658
62	-88	52	2188
63	0	0	1725
64	-42	44	2586
65	2	-42	1376
66	-198	104	2172
67	6	-43	2040
68	53	8	2736
69	0	0	1841
70	-92	1	2370
71	-203	56	2487
72	39	-2	2652
73	-149	51	2404
74	101	6	2189
75	-49	14	2570
76	-96	-1	1823
77	0	0	1243
78	-37	-1	2172
79	0	0	1575
80	-114	47	2719
