Trial	x	y	RT
1	-108	-1	1625
2	114	40	1608
3	-140	-6	1708
4	0	0	530
5	0	0	1078
6	-2	-192	1077
7	-3	-206	1177
8	-144	97	2006
9	5	-104	862
10	0	0	563
11	-200	-4	1211
12	-48	-5	2155
13	-47	135	3084
14	-8	-153	1376
15	-41	-1	1144
16	-98	-2	1310
17	54	-5	1740
18	-7	3	1824
19	4	-102	1194
20	56	136	2321
21	-1	-51	1144
22	-197	41	1260
23	-200	139	1442
24	9	-201	1260
25	106	-3	995
26	0	0	480
27	0	-51	2205
28	3	-99	1541
29	-156	94	1923
30	-141	-7	1061
31	15	0	1277
32	9	-201	1111
33	-207	43	2056
34	4	-145	945
35	121	-103	1177
36	0	0	431
37	-95	-8	2603
38	153	-4	2437
39	-96	-13	1012
40	-47	-54	1458
41	98	-1	2039
42	-41	46	4029
43	-44	-5	1542
44	6	-146	1343
45	-14	4	2686
46	0	0	1874
47	-51	-6	945
48	-43	1	2006
49	-142	-2	1575
50	0	0	1028
51	114	47	1343
52	-155	-1	1559
53	0	0	514
54	114	0	1293
55	97	3	978
56	0	0	497
57	-6	-204	1277
58	91	0	1492
59	-150	97	1691
60	48	-99	2122
61	0	0	464
62	-91	-3	1078
63	49	2	1178
64	-153	0	2255
65	42	-6	862
66	-211	47	2338
67	103	0	1310
68	0	0	1160
69	103	38	1211
70	-90	52	1260
71	-149	140	2371
72	154	1	928
73	-157	144	2089
74	95	-51	1310
75	-109	135	1542
76	0	0	431
77	-3	-107	1078
78	-103	90	2719
79	0	0	680
80	-98	3	2172
