Trial	x	y	RT
1	-106	3	2039
2	0	0	481
3	-102	98	1193
4	107	47	1276
5	-106	46	1327
6	104	0	1028
7	-6	1	813
8	-99	1	1807
9	-105	58	1309
10	-2	-3	1127
11	-48	2	2105
12	-54	88	1177
13	13	54	1591
14	59	-2	1708
15	-50	45	2885
16	-149	46	2172
17	146	6	2686
18	1	11	547
19	107	49	1592
20	-37	-58	3647
21	44	2	1210
22	-155	104	1707
23	-151	1	1161
24	146	66	1111
25	42	2	747
26	-103	100	1558
27	161	60	1459
28	5	-1	1558
29	-102	57	845
30	-54	-3	1791
31	157	1	1326
32	-6	3	2619
33	-91	-3	2022
34	2	-36	2669
35	56	-3	1874
36	-98	56	2155
37	-90	51	1243
38	52	5	746
39	-102	44	1807
40	-42	-3	680
41	51	0	862
42	-43	4	1890
43	-152	103	1094
44	6	-4	697
45	-51	45	1061
46	0	0	365
47	-10	7	630
48	-42	99	1592
49	-44	4	680
50	-1	59	879
51	0	0	448
52	-53	100	696
53	143	100	2504
54	46	-7	945
55	99	58	862
56	-129	150	978
57	152	51	1111
58	66	-3	730
59	-41	4	680
60	-2	3	448
61	-1	0	415
62	-97	-5	1791
63	-8	0	564
64	-50	-41	1476
65	153	1	879
66	-176	115	846
67	0	-49	1194
68	156	54	1326
69	-1	5	447
70	-66	3	1210
71	-148	102	1475
72	16	0	597
73	-154	144	962
74	52	150	928
75	-65	3	1128
76	-98	60	978
77	156	93	879
78	157	57	945
79	0	0	398
80	-101	139	1393
