Trial	x	y	RT
1	-72	96	4029
2	-1	0	928
3	-156	135	2802
4	104	-54	2636
5	-145	6	3051
6	-3	0	531
7	0	0	713
8	-77	-8	1773
9	-2	97	2603
10	46	39	3880
11	-49	-4	3565
12	-1	161	2387
13	0	0	1011
14	0	1	862
15	-76	-3	3764
16	-30	114	4029
17	18	-3	2387
18	-9	0	2023
19	0	0	1724
20	-45	20	3184
21	-34	-55	3482
22	-134	82	3465
23	-127	0	3945
24	0	0	613
25	-2	0	729
26	-70	29	4029
27	-1	0	448
28	2	-25	4029
29	-38	48	2786
30	10	6	895
31	-19	137	2885
32	-9	-12	2238
33	-47	0	2106
34	-2	-22	4029
35	18	-26	2686
36	47	-54	1642
37	-162	65	4029
38	0	0	1592
39	-12	-1	4029
40	-26	90	1343
41	2	-2	1609
42	-26	-25	3631
43	-152	106	3216
44	0	0	845
45	-72	49	3764
46	-16	-3	3117
47	-122	-5	2967
48	-27	131	3896
49	-107	9	4029
50	0	0	846
51	-19	1	4029
52	-128	24	4029
53	113	37	1625
54	16	1	2388
55	0	0	746
56	-130	1	3250
57	-23	2	4029
58	-9	0	2603
59	-3	-5	1294
60	0	0	2006
61	0	0	1559
62	-69	-3	3730
63	-75	9	2852
64	-22	4	4029
65	84	52	2851
66	-178	56	3764
67	-1	-1	1061
68	81	113	3747
69	-33	-10	2470
70	-102	32	1708
71	-206	6	2785
72	0	-1	1807
73	-151	31	3415
74	0	0	1509
75	-92	-2	3929
76	-170	114	4029
77	-1	0	1327
78	46	-52	2901
79	54	40	1642
80	-154	81	3017
