Trial	x	y	RT
1	-47	-4	1492
2	49	-198	1642
3	-189	99	2072
4	8	-106	2768
5	-46	51	1260
6	15	-211	2304
7	-3	-212	1857
8	-88	91	2669
9	-2	52	2503
10	4	-51	2172
11	-97	-4	2321
12	-98	87	2669
13	-52	140	2254
14	15	-203	1376
15	-143	-1	2603
16	-46	51	2537
17	104	2	1841
18	14	-106	2868
19	4	-203	2222
20	-86	142	3432
21	6	-195	1774
22	-204	122	2354
23	-203	93	3300
24	12	-198	1210
25	5	-197	2238
26	-44	168	1044
27	4	-198	1923
28	-6	-213	1194
29	-6	99	2205
30	-7	-204	1144
31	56	-2	2255
32	6	-200	1061
33	-133	90	1608
34	-2	-60	1110
35	3	-157	2089
36	0	0	1592
37	-52	41	1012
38	5	-102	2205
39	-141	-1	1691
40	-41	-2	1525
41	9	-152	1476
42	-43	-5	1343
43	-159	38	2255
44	-8	-202	928
45	-8	54	1923
46	8	-196	1443
47	-47	-48	2454
48	-6	44	3846
49	-160	86	2420
50	8	-196	1127
51	-48	-99	2703
52	-195	110	2172
53	3	-105	3200
54	0	-157	3017
55	2	-199	1691
56	-55	51	1608
57	6	-204	1608
58	0	0	2885
59	-96	2	2271
60	10	-201	1310
61	3	-103	1907
62	-160	135	1923
63	7	-103	1127
64	-99	156	1541
65	7	-223	1409
66	-202	102	1923
67	-3	-199	1177
68	56	-149	2586
69	3	-211	1227
70	-145	49	1624
71	-198	145	1459
72	6	-209	929
73	-195	1	1675
74	2	-189	1178
75	-191	97	1707
76	-91	83	2271
77	2	-203	1227
78	-102	95	1509
79	11	-209	1127
80	-150	48	1144
