Trial	x	y	RT
1	-104	-8	3382
2	103	-7	1841
3	-201	54	3432
4	33	-151	4029
5	-106	54	3283
6	0	0	1326
7	0	0	1392
8	-95	152	2006
9	-102	-54	2421
10	104	53	2934
11	-58	4	1774
12	-108	107	2122
13	2	0	1774
14	0	0	1442
15	-98	37	2851
16	1	-111	1641
17	118	-2	2371
18	12	-14	2272
19	44	-58	2056
20	-146	100	2636
21	20	-1	3117
22	-214	106	2039
23	-198	145	1790
24	-1	-101	2222
25	-53	-107	2056
26	-49	101	1592
27	-1	-103	1111
28	0	0	763
29	-96	196	2404
30	-94	100	1542
31	5	-58	2188
32	-47	-206	2703
33	-143	106	2288
34	5	-65	2404
35	114	3	3465
36	59	-44	3581
37	-47	-52	1741
38	153	90	2437
39	3	-100	2670
40	-2	111	1774
41	3	-143	2852
42	-45	102	2786
43	-108	44	3034
44	-3	-154	2337
45	-114	9	4029
46	0	0	1161
47	-160	140	3051
48	-101	94	2122
49	-201	100	1873
50	-36	-112	1924
51	0	0	1260
52	-188	52	1890
53	92	-3	1757
54	44	-101	1309
55	0	-146	1675
56	-40	64	3481
57	16	-153	2652
58	-36	-53	3018
59	-104	106	1924
60	-39	-164	2106
61	0	0	978
62	-154	52	2288
63	50	-144	1393
64	-116	152	1525
65	9	-178	2670
66	-165	47	3067
67	144	-55	3083
68	13	-104	1774
69	0	0	1277
70	-212	86	1973
71	-201	42	961
72	152	-10	878
73	-94	46	1940
74	0	0	414
75	-200	157	1343
76	-102	87	3084
77	0	-1	1392
78	-95	187	1078
79	9	-218	1211
80	-135	41	1890
