Trial	x	y	RT
1	-203	43	3299
2	0	0	730
3	-195	103	2355
4	0	0	713
5	-156	95	1973
6	44	-10	2719
7	0	0	613
8	-48	188	2254
9	-62	50	1691
10	0	0	564
11	-60	54	1592
12	-107	104	1691
13	-42	35	3100
14	0	0	829
15	-181	46	2536
16	-50	50	1459
17	93	41	1227
18	157	-4	1642
19	-109	0	2321
20	-61	0	3465
21	-37	-4	1276
22	-146	99	1807
23	-197	150	2156
24	40	-6	1575
25	0	0	597
26	0	0	1492
27	145	44	2470
28	0	-4	730
29	-65	37	2305
30	-197	97	1956
31	134	-55	1823
32	0	0	464
33	-203	41	2902
34	189	52	2255
35	91	36	1923
36	2	-96	1045
37	-134	48	1691
38	59	-10	2055
39	-61	-6	2636
40	-49	-99	1475
41	2	-41	1011
42	-115	-1	2620
43	-100	50	1409
44	0	-150	1840
45	-111	-44	1592
46	-43	-98	1758
47	-141	-6	2421
48	-38	-107	1840
49	-42	-98	1956
50	62	-141	2056
51	103	48	2371
52	-160	5	1608
53	2	-107	1045
54	8	-151	1525
55	1	-100	1791
56	-58	192	1327
57	105	-109	1028
58	11	-101	1956
59	-48	85	2503
60	6	-146	1244
61	-21	-146	2404
62	-97	-9	2487
63	10	-199	1923
64	-93	51	3929
65	6	-140	2304
66	-192	45	2636
67	5	-158	2553
68	93	-147	2852
69	203	62	2139
70	-96	-60	4028
71	-153	158	2504
72	194	-53	2122
73	-142	-15	2669
74	191	-12	1393
75	-212	-3	1841
76	0	0	514
77	16	-94	1724
78	0	54	746
79	57	-145	1608
80	-159	149	2934
