Trial	x	y	RT
1	-143	137	3199
2	49	49	3581
3	-152	99	2719
4	-10	-99	2304
5	-60	-59	4029
6	2	-202	1526
7	91	-153	2603
8	-57	194	2089
9	-108	54	3100
10	113	50	3300
11	-109	-99	4012
12	-12	-103	2703
13	-83	135	2487
14	-1	-192	1890
15	-40	94	3896
16	-104	-83	2404
17	117	-52	2437
18	127	-3	2122
19	-7	-134	1691
20	-125	82	2835
21	-9	-50	2951
22	-156	74	2702
23	-200	95	1824
24	-57	-157	2753
25	75	-4	2918
26	-12	-133	2818
27	-11	-112	3083
28	-96	-56	2072
29	-102	88	2421
30	-175	77	2288
31	-49	-39	2703
32	-9	-81	1127
33	-146	85	3365
34	-6	-141	1724
35	99	-7	3233
36	40	-136	1691
37	-43	-136	2172
38	90	44	3217
39	-105	-47	1725
40	-102	43	2404
41	-54	-90	1790
42	-92	127	1641
43	-88	-6	3598
44	-6	-123	2106
45	-85	-57	2736
46	149	50	2371
47	-149	94	2205
48	-96	-55	3266
49	-177	130	2023
50	34	-143	2835
51	1	-132	1973
52	-97	42	3283
53	-3	-190	2454
54	108	39	2155
55	-55	-77	2288
56	-72	-82	3233
57	2	-108	1409
58	84	60	2835
59	-123	123	1575
60	-9	-145	2255
61	-13	-145	2520
62	-162	125	1642
63	-95	-104	1674
64	-119	95	2272
65	-8	-141	2056
66	-136	87	3184
67	52	-64	3017
68	-7	-200	1376
69	103	1	2221
70	-106	70	3614
71	-81	69	3896
72	99	-58	2619
73	-99	36	1989
74	41	-108	1359
75	-198	184	1044
76	-57	-100	1244
77	-6	-124	1160
78	-147	120	4029
79	-13	-108	2984
80	-93	24	2951
